institution_id,institution_name,alternate_names,country,region,institution_type,recognition_status,active_status,official_website,source_database,dataset_release,access_date,graduate_degree_authority,relevant_graduate_field_signal,screening_status,exclusion_reason,ror_id,ipeds_unitid,eter_id,dli_number,manual_verification,notes
ror:027jws131,Institut Polytechnique Saint-Louis,IPSL,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.ipsl-edu.com/home,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/027jws131,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:02s553c57,Institut Protestant de Théologie,IPT,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://ipt-edu.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/02s553c57,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:035fsmk47,Institut Superieur de Gestion,ISG Business School,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.isg.fr/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/035fsmk47,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:03xsqa235,Institut Supérieur d'Agriculture Rhône-Alpes,ISARA | ISARA-Lyon,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.isara.fr/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/03xsqa235,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:05yd19040,Institut Supérieur d'Ingénierie et Gestion de l'Environnement - ISIGE,"Higher institute for environmental engineering and management | Higher institute for environmental engineering and management - ISIGE | ISIGE | ISIGE-Mines Paris PSL | Institut Supérieur d'Ingénierie et Gestion de l'Environnement | Mines Paris, PSL University, Higher institute for environmental engineering and management (ISIGE) | Mines Paris, Université PSL, Institut Supérieur d’Ingénierie et Gestion de l'Environnement (ISIGE)",France,Europe,education | facility,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.isige.minesparis.psl.eu,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/05yd19040,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:00yw34h52,Institut Supérieur d'Électronique de Paris,ISEP,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://en.isep.fr/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/00yw34h52,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:020120f86,Institut supérieur de l'automobile et des transports,ISAT,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.isat.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/020120f86,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:05d34d003,Institut Supérieur de Plasturgie d'Alençon,ISPA,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.ispa.asso.fr/en/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/05d34d003,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:00yzbmy59,Institut supérieur des arts de Toulouse,isdaT,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.isdat.fr/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/00yzbmy59,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:02z87sy46,Institut Supérieur des Beaux-arts de Besançon,ISBA | ISBA Besançon,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.isba-besancon.fr/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/02z87sy46,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:04ypx4p84,Institut Supérieur des Biotechnologies de Paris,ISBP | Institut Sup'Biotech de Paris | Sup'Biotech,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.supbiotech.fr/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/04ypx4p84,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:000rf5t55,Institut supérieur du commerce de Paris,ISC Paris | ISC Paris Business School,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://iscparis.com,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/000rf5t55,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:0530qwm02,Institut Terre & Environnement de Strasbourg,Earth and Environment Institute of Strasbourg | ITES | Institut Terre et Environnement de Strasbourg | UMR 7063 | UMR ITES | UMR7063,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://ites.unistra.fr/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/0530qwm02,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:05mv80p58,Institut Textile et Chimique,ITECH,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.itech.fr/en/home/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/05mv80p58,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:055khg266,Institut Universitaire de France,IUF,France,Europe,education | funder,ROR v2 active education organization; ROR is not an accreditation authority,active,http://iuf.amue.fr/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/055khg266,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:03kfkzp90,Institut Universitaire de Recherche Clinique,IURC,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.iurc.montp.inserm.fr/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/03kfkzp90,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:03zav0w05,Institut Universitaire de Technologie de Dijon/Auxerre,IUT Dijon | IUT Dijon Auxerre Nevers | IUT Dijon-Auxerre | Institut Universitaire de Technologie Campus de Dijon | Institut Universitaire de Technologie de Dijon-Auxerre-Nevers,France,Europe,education | facility,ROR v2 active education organization; ROR is not an accreditation authority,active,https://iutdijon.u-bourgogne.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/03zav0w05,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:0511xx539,Institut Universitaire de Technologie de Rodez,IUT - RODEZ | IUT RODEZ | IUT de Rodez | IUT of Rodez,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.iut-rodez.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/0511xx539,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:03f099r71,Instituts Universitaires de Technologie,IUT | Institut universitaire de technologie | University Institutes of Technology,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.iut.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/03f099r71,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:008h1f725,"Interfaces, Confinement, Matériaux et Nanostructures",Centre de Recherche sur la Matière Divisée | ICMN | UMR 7374 | UMR7374,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.icmn.cnrs-orleans.fr/?lang=fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/008h1f725,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:05q4ybv44,International and European Law School,Faculté Libre de Droit | IELS,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.iels.eu/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/05q4ybv44,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:03jab8886,International School of Management,ISM,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.ism.edu/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/03jab8886,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:04t6r6d34,International Space University,ISU,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.isunet.edu/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/04t6r6d34,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:00w56r274,IPAG Business School,IPAG | Institut de Préparation à l'Administration et à la Gestion,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.ipag.fr/en/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/00w56r274,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:05rf37997,IPC – Facultés Libres de Philosophie et de Psychologie,Facultés Libres de Philosophie et de Psychologie | IPC Paris Facultés Libres,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://ipc-paris.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/05rf37997,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:00afqrg82,ISART Digital,,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.isart.com,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/00afqrg82,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:01pczmy17,ISblue,IS Blue | Interdisciplinary Graduate School for the Blue Planet,France,Europe,education | funder,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.isblue.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/01pczmy17,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:04gvzsd39,ISEG,Institut supérieur européen de gestion,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.iseg.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/04gvzsd39,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:01x50wq05,ISEN Ouest,,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://isen-ouest.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/01x50wq05,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:055a50447,ISIPCA,"Institut supérieur international du parfum, de la cosmétique et de l'aromatique alimentaire",France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.isipca.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/055a50447,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:03tasdg80,Istec Business School Paris,"Institut supérieur des sciences, techniques et économie commerciales | Istec Business School",France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://istec.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/03tasdg80,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:05tegpz81,ISTOM - École supérieure d'agro-développement international,ISTOM,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://istom.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/05tegpz81,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:02evec030,JUNIA,Groupe Institut Supérieur d'Agriculture de Lille | ISA Lille | JUNIA - Grande école d'ingénieurs | Yncréa Hauts-de-France,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.junia.com,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/02evec030,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:00wk3s644,Kedge Business School,BEM Management School,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://student.kedge.edu,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/00wk3s644,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:01dkyve95,L'Institut Agro,"Institut Agro | Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement",France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.institut-agro.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/01dkyve95,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:04mv1z119,La Rochelle Université,Université de La Rochelle,France,Europe,education | funder,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.univ-larochelle.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/04mv1z119,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:0557vhy43,Laboratoire Biologie et Biotechnologie pour la Santé,Biology and Biotechnology for Health Laboratory | Laboratoire BioSanté,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://biosante-lab.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/0557vhy43,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:039j4x695,Laboratoire Biosciences et bioingénierie pour la Santé,BGE | Biosciences and Bioengineering for Health Laboratory,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.bge-lab.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/039j4x695,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:03m4qdj85,Laboratoire d'Informatique en Calcul Intensif et Image pour la Simulation,LICIIS | UR 3690 | UR 3690 LRC DIGIT,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,"https://www.univ-reims.fr/universit/laboratoire-d-informatique-en-calcul-intensif-et-image-pour-la-simulation-liciis-ur-3690-lrc-digit,7741,18258.html",ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/03m4qdj85,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:000d7xf38,Laboratoire de Mathématiques d'Avignon,Avignon Mathematics Laboratory | LMA | UPR 2151 | UPR 2151 - Laboratoire de Mathématiques d'Avignon,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://math.univ-avignon.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/000d7xf38,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:03rndwg50,Laboratoire de Physiologie Expérimentale Cardiovasculaire,LaPEC | LaPEC UPR-4278 - Avignon Université | Laboratory of Experimental Cardiovascular Physiology | UPR 4278 | UPR 4278 LaPEC | UPR 4278 LaPEC - Laboratoire de Physiologie Expérimentale Cardiovasculaire,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://lapec.univ-avignon.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/03rndwg50,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:0453rk787,Laboratoire de Sciences de la Terre,,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://sciencesdelaterre.ens-lyon.fr/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/0453rk787,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:01wrrzv62,"Laboratoire Identité Culturelle, Textes et Théâtralité","Cultural Identity, Texts and Theatricality Laboratory | ICTT | ICTT - UPR 4277 | Laboratoire Identités Culturelles, Textes et Théâtralité | UPR 4277 ICTT | UPR 4277 ICTT - Laboratoire Identité Culturelle, Textes et Théâtralité",France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://ictt.univ-avignon.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/01wrrzv62,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:01r0cs760,"Laboratoire Mathématiques, Image et Applications","Lab MIA | Laboratory Mathematics, Image and Applications | MIA",France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://mia.univ-larochelle.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/01r0cs760,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:00y523k32,Laboratoire Universitaire Histoire Cultures Italie Europe,LUHCIE | University Laboratory History Cultures Italy Europe,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://luhcie.univ-grenoble-alpes.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/00y523k32,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:01mtcc283,Le Mans Université,Le Mans University | Université du Maine,France,Europe,education | funder,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.univ-lemans.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/01mtcc283,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:05jn03e26,Les arts décoratifs,,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://madparis.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/05jn03e26,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:01909jb21,Lycée Pierre-de-Fermat,,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://fermat.entmip.fr/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/01909jb21,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:037tw3m02,Montpellier Business School,Groupe Sup de Co Montpellier Business School | École Supérieure de Commerce de Montpellier,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.montpellier-bs.com/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/037tw3m02,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:02sqbf202,Musée national du Sport,,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.museedusport.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/02sqbf202,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:00genbz89,Méthodes et Histoire de l'architecture,MHA,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://mha.grenoble.archi.fr,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/00genbz89,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:01g1pe685,NEOMA Business School,NEOMA | École supérieure de commerce de rouen,France,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.neoma-bs.com/en/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/01g1pe685,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
