source_id,institution_id,institution_name,program_id,program_or_professor,claim_type,exact_claim_supported,source_title,publisher,publication_date,url,source_type,official_or_secondary,date_accessed,admissions_cycle,confidence,verification_status,access_note
src:4ce35cbf1619fa38,ror:04qtj9h94,Technical University of Denmark,ror:04qtj9h94:program:phd-requiring-a-master-s:phd-programme-dtu-compute,Ekkart Kindler,faculty_appointment,Official institutional profile/group page used to verify current role and research themes,Ekkart Kindler — official evidence,Technical University of Denmark,,https://orbit.dtu.dk/en/persons/ekkart-kindler/,official program/profile/repository page,official,2026-09-09,current at 2026-09-09,high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:4ce35cbf1619fa38,ror:04qtj9h94,Technical University of Denmark,ror:04qtj9h94:program:phd-requiring-a-master-s:phd-programme-dtu-compute,Ekkart Kindler,recent_work,Official repository/profile/paper evidence; absence of a selected recent paper is explicitly marked,Ekkart Kindler — official evidence,Technical University of Denmark,,https://orbit.dtu.dk/en/persons/ekkart-kindler/,official program/profile/repository page,official,2026-09-09,current at 2026-09-09,high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:e2b57f70f91a928b,ror:03z77qz90,University of Tartu,ror:03z77qz90:program:phd-requiring-a-master-s:phd-in-information-technology-computer-science,Marlon Dumas,faculty_appointment,Official institutional profile/group page used to verify current role and research themes,Marlon Dumas — official evidence,University of Tartu,,https://ut.ee/en/employee/marlon-dumas,official program/profile/repository page,official,2026-09-09,current at 2026-09-09,high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:e2b57f70f91a928b,ror:03z77qz90,University of Tartu,ror:03z77qz90:program:phd-requiring-a-master-s:phd-in-information-technology-computer-science,Marlon Dumas,recent_work,Official repository/profile/paper evidence; absence of a selected recent paper is explicitly marked,Marlon Dumas — official evidence,University of Tartu,,https://ut.ee/en/employee/marlon-dumas,official program/profile/repository page,official,2026-09-09,current at 2026-09-09,high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:10c9b12e080dff0b,ror:036x5ad56,University of Luxembourg,ror:036x5ad56:program:phd-requiring-a-master-s:doctoral-programme-in-computer-science-and-computer-engineering,Lionel Briand,faculty_appointment,Official institutional profile/group page used to verify current role and research themes,Lionel Briand — official evidence,University of Luxembourg,,https://www.uni.lu/snt-en/people/lionel-briand/,official program/profile/repository page,official,2026-09-09,current at 2026-09-09,high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:4c628a618dec88a7,ror:036x5ad56,University of Luxembourg,ror:036x5ad56:program:phd-requiring-a-master-s:doctoral-programme-in-computer-science-and-computer-engineering,Lionel Briand,recent_work,Official repository/profile/paper evidence; absence of a selected recent paper is explicitly marked,Lionel Briand — official evidence,University of Luxembourg,,https://orbilu.uni.lu/profile?uid=50001049,official program/profile/repository page,official,2026-09-09,current at 2026-09-09,high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:00ed7c40d9e8463b,ror:02e2c7k09,Delft University of Technology,ror:02e2c7k09:program:phd-requiring-a-master-s:phd-vacancies-in-computer-science-software-engineering,Arie van Deursen,faculty_appointment,Official institutional profile/group page used to verify current role and research themes,Arie van Deursen — official evidence,Delft University of Technology,,https://research.tudelft.nl/en/persons/a-van-deursen/,official program/profile/repository page,official,2026-09-09,current at 2026-09-09,high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:50d2533227f4a020,ror:02e2c7k09,Delft University of Technology,ror:02e2c7k09:program:phd-requiring-a-master-s:phd-vacancies-in-computer-science-software-engineering,Arie van Deursen,recent_work,Official repository/profile/paper evidence; absence of a selected recent paper is explicitly marked,Arie van Deursen — official evidence,Delft University of Technology,,https://se.ewi.tudelft.nl/ai4fintech/tracks/01_software_analytics.html,official program/profile/repository page,official,2026-09-09,current at 2026-09-09,high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:05c688a0789b85bc,ror:02tyrky19,Trinity College Dublin,ror:02tyrky19:program:phd:phd-in-computer-science-and-statistics,Siobhán Clarke,faculty_appointment,Official institutional profile/group page used to verify current role and research themes,Siobhán Clarke — official evidence,Trinity College Dublin,,https://www.tcd.ie/research/profiles/index.php?profile=sclarke&prpublications=true,official program/profile/repository page,official,2026-09-09,current at 2026-09-09,high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:05c688a0789b85bc,ror:02tyrky19,Trinity College Dublin,ror:02tyrky19:program:phd:phd-in-computer-science-and-statistics,Siobhán Clarke,recent_work,Official repository/profile/paper evidence; absence of a selected recent paper is explicitly marked,Siobhán Clarke — official evidence,Trinity College Dublin,,https://www.tcd.ie/research/profiles/index.php?profile=sclarke&prpublications=true,official program/profile/repository page,official,2026-09-09,current at 2026-09-09,high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:bbf63b4d104412fb,ror:05m7pjf47,University College Dublin,ror:05m7pjf47:program:phd:phd-computer-science,Liliana Pasquale,faculty_appointment,Official institutional profile/group page used to verify current role and research themes,Liliana Pasquale — official evidence,University College Dublin,,https://www.ucd.ie/cs/t4media/Guide%20for%20Applicants_EoI.for.MSCA-PF.2025.v02.pdf,official program/profile/repository page,official,2026-09-09,current at 2026-09-09,high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:f00b135b937087c3,ror:05m7pjf47,University College Dublin,ror:05m7pjf47:program:phd:phd-computer-science,Liliana Pasquale,recent_work,Official repository/profile/paper evidence; absence of a selected recent paper is explicitly marked,Liliana Pasquale — official evidence,University College Dublin,,https://ucdcs-research.ucd.ie/node/1190/,official program/profile/repository page,official,2026-09-09,current at 2026-09-09,high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:36c8004749eb3bee,ror:052gg0110,University of Oxford,ror:052gg0110:program:phd:dphil-in-computer-science,Michael Wooldridge,faculty_appointment,Official institutional profile/group page used to verify current role and research themes,Michael Wooldridge — official evidence,University of Oxford,,https://www.cs.ox.ac.uk/people/michael.wooldridge/,official program/profile/repository page,official,2026-09-09,current at 2026-09-09,high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:1c131afe3704af4e,ror:052gg0110,University of Oxford,ror:052gg0110:program:phd:dphil-in-computer-science,Michael Wooldridge,recent_work,Official repository/profile/paper evidence; absence of a selected recent paper is explicitly marked,Michael Wooldridge — official evidence,University of Oxford,,https://www.cs.ox.ac.uk/news/2391-full.html,official program/profile/repository page,official,2026-09-09,current at 2026-09-09,high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:2f0cbb06a997589b,ror:01nrxwf90,University of Edinburgh,ror:01nrxwf90:program:phd:phd-informatics,David Aspinall,faculty_appointment,Official institutional profile/group page used to verify current role and research themes,David Aspinall — official evidence,University of Edinburgh,,https://www.research.ed.ac.uk/en/persons/david-aspinall/,official program/profile/repository page,official,2026-09-09,current at 2026-09-09,high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:2f0cbb06a997589b,ror:01nrxwf90,University of Edinburgh,ror:01nrxwf90:program:phd:phd-informatics,David Aspinall,recent_work,Official repository/profile/paper evidence; absence of a selected recent paper is explicitly marked,David Aspinall — official evidence,University of Edinburgh,,https://www.research.ed.ac.uk/en/persons/david-aspinall/,official program/profile/repository page,official,2026-09-09,current at 2026-09-09,high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:a37ede47754bf8dd,ror:05a28rw58,ETH Zurich,ror:05a28rw58:program:direct-entry-phd:direct-doctorate-in-computer-science,ETH Zurich,funding,Official ETH overview states that most doctoral candidates are employed as scientific assistants; an individual contract is still required.,ETH Zurich — official evidence,ETH Zurich,,https://ethz.ch/en/doctorate.html,official program/profile/repository page,official,2026-09-09,"current/latest-cycle, not projected",high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:a37ede47754bf8dd,ror:05a28rw58,ETH Zurich,ror:05a28rw58:program:phd-requiring-a-master-s:doctoral-study-programme-in-computer-science,ETH Zurich,funding,Official ETH overview states that most doctoral candidates are employed as scientific assistants; an individual contract is still required.,ETH Zurich — official evidence,ETH Zurich,,https://ethz.ch/en/doctorate.html,official program/profile/repository page,official,2026-09-09,"current/latest-cycle, not projected",high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:0d0914209e718fba,ror:036x5ad56,University of Luxembourg,ror:036x5ad56:program:phd-requiring-a-master-s:doctoral-programme-in-computer-science-and-computer-engineering,University of Luxembourg,funding_current_example,Official live vacancy supplied a precise current salary example; it is not represented as a Fall 2027 opening.,University of Luxembourg — official evidence,University of Luxembourg,,https://www.uni.lu/en/jobs/doctoral-researcher-in-computer-science/,official program/profile/repository page,official,2026-09-09,"current/latest-cycle, not projected",high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:fc3ee2dfb71ed110,ror:02e2c7k09,Delft University of Technology,ror:02e2c7k09:program:phd-requiring-a-master-s:phd-vacancies-in-computer-science-software-engineering,Delft University of Technology,vacancy_model,Official careers portal establishes the employment-vacancy application model; no Fall 2027 vacancy was present.,Delft University of Technology — official evidence,Delft University of Technology,,https://careers.tudelft.nl/,official program/profile/repository page,official,2026-09-09,"current/latest-cycle, not projected",high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:bb92ce772fe8c0a9,ror:02tyrky19,Trinity College Dublin,ror:02tyrky19:program:phd:phd-in-computer-science-and-statistics,Trinity College Dublin,fees,Official 2026/27 fee source; the MSc research amount is explicitly not substituted for the PhD fee.,Trinity College Dublin — official evidence,Trinity College Dublin,,https://www.tcd.ie/courses/postgraduate/fees/,official program/profile/repository page,official,2026-09-09,"current/latest-cycle, not projected",high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:d7eb93599e21a2b2,ror:05m7pjf47,University College Dublin,ror:05m7pjf47:program:phd:phd-computer-science,University College Dublin,program_fees_international,Official course record supplies the non-EU fee and the contradictory non-EU suitability field.,University College Dublin — official evidence,University College Dublin,,https://hub.ucd.ie/usis/!W_HU_MENU.P_PUBLISH?AUDIENCE=&MAJR=T113&p_tag=COURSE,official program/profile/repository page,official,2026-09-09,"current/latest-cycle, not projected",high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:b81ad97066ea1fa4,ror:01nrxwf90,University of Edinburgh,ror:01nrxwf90:program:phd:phd-informatics,University of Edinburgh,funding,Official school funding page; award availability is competitive and cycle-specific.,University of Edinburgh — official evidence,University of Edinburgh,,https://informatics.ed.ac.uk/study-with-us/our-degrees/postgraduate-research-and-cdts/postgraduate-research-funding-opportunities-0,official program/profile/repository page,official,2026-09-09,"current/latest-cycle, not projected",high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
src:ec8cc9d6c126fc1a,ror:01nrxwf90,University of Edinburgh,ror:01nrxwf90:program:phd:phd-informatics,University of Edinburgh,fees,Official 2026/27 fee schedule; not projected to 2027/28.,University of Edinburgh — official evidence,University of Edinburgh,,https://registryservices.ed.ac.uk/tuition-fees/find/postgraduate-research/2026-2027/research-degrees,official program/profile/repository page,official,2026-09-09,"current/latest-cycle, not projected",high,accessible or indexed official page,Search snippets were discovery only; final claim points to the official destination. Recheck cycle-specific facts when 2027 material opens.
