institution_id,institution_name,alternate_names,country,region,institution_type,recognition_status,active_status,official_website,source_database,dataset_release,access_date,graduate_degree_authority,relevant_graduate_field_signal,screening_status,exclusion_reason,ror_id,ipeds_unitid,eter_id,dli_number,manual_verification,notes
ca:dli:O19304259382,Laurentian University,Laurentian University,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MSc in Computational Sciences.,preliminary_fit,,,,,O19304259382,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 2 IRCC campus rows. Cities: Sudbury | Timmins. CICIC match score=1.000; ROR match score=0.811.
ca:dli:O19395535729,McMaster University,McMaster University,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,https://www.mcmaster.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MSc in Computer Science.,preliminary_fit,,https://ror.org/02fa3aq29,,,O19395535729,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 4 IRCC campus rows. Cities: Burlington | Hamilton | Kitchener | St. Catharines. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19395535971,Nipissing University,Nipissing University,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,,,,O19395535971,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 3 IRCC campus rows. Cities: Bracebridge | Brantford | North Bay. CICIC match score=1.000; ROR match score=0.757.
ca:dli:O19332928222,OCAD University,OCAD University,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,http://nscad.ca/en/home/default.aspx,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Negative specialty/title screen; a manual catalog audit is still recommended.,no_relevant_graduate_field,Official institutional scope is art and design; no computing research graduate degree identified in the mechanical title screen.,https://ror.org/03sscxa41,,,O19332928222,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Toronto. CICIC match score=1.000; ROR match score=0.903.
ca:dli:O19315945002,Ontario Tech University,Ontario Tech University,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,https://ontariotechu.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MSc in Computer Science.,preliminary_fit,,https://ror.org/016zre027,,,O19315945002,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Oshawa. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19376023352,Queen’s University,Queen’s University,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,http://www.queensu.ca/,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/02y72wh86,,,O19376023352,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 2 IRCC campus rows. Cities: Kingston | Toronto. CICIC match score=0.971; ROR match score=0.971.
ca:dli:O19993856974,Royal Military College of Canada,Royal Military College of Canada,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,https://www.rmc-cmr.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/04yr71909,,,O19993856974,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Kingston. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19395536013,Seneca College,Seneca College,Canada,Canada — Ontario,Public institution,Current IRCC public graduate DLI; exact CICIC name match unresolved,current,https://www.senecapolytechnic.ca/home.html,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/04qgh9k98,,,O19395536013,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Toronto. CICIC match score=0.621; ROR match score=1.000.
ca:dli:O19385946782,Sheridan College,Sheridan College,Canada,Canada — Ontario,Public institution,Current IRCC public graduate DLI; exact CICIC name match unresolved,current,http://www.cegep-heritage.qc.ca/,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/05xng5k36,,,O19385946782,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Oakville. CICIC match score=0.581; ROR match score=0.812.
ca:dli:O19395677373,The Michener Institute for Applied Health Sciences,The Michener Institute for Applied Health Sciences,Canada,Canada — Ontario,Public institution,Current IRCC public graduate DLI; exact CICIC name match unresolved,current,http://michener.ca/,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Negative specialty/title screen; a manual catalog audit is still recommended.,no_relevant_graduate_field,Official institutional scope is applied health sciences; no computing research graduate degree identified.,https://ror.org/00kx97841,,,O19395677373,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Toronto. CICIC match score=0.519; ROR match score=1.000.
ca:dli:O19395677651,Toronto Metropolitan University,Toronto Metropolitan University (TMU),Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,https://www.torontomu.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MSc in Computer Science.,preliminary_fit,,https://ror.org/05g13zd79,,,O19395677651,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Toronto. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19395164223,Trent University,Trent University,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,https://www.trentu.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/03ygmq230,,,O19395164223,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 2 IRCC campus rows. Cities: Oshawa | Peterborough. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19305391192,University of Guelph,University of Guelph,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,https://www.uoguelph.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MSc in Computer Science.,preliminary_fit,,https://ror.org/01r7awg59,,,O19305391192,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 5 IRCC campus rows. Cities: Alfred | Guelph | Kemptville | Ridgetown | Toronto. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19332746152,University of Toronto,University of Toronto | Victoria College in Victoria University (University of Toronto),Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,https://www.utoronto.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MSc in Computer Science.,preliminary_fit,,https://ror.org/03dbr7087,,,O19332746152,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 3 IRCC campus rows. Cities: Mississauga | Toronto. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19358946722,University of Windsor,University of Windsor,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MSc in Computer Science.,preliminary_fit,,,,,O19358946722,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Windsor. CICIC match score=1.000; ROR match score=0.791.
ca:dli:O19395677925,Université de Hearst,Université de Hearst,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,http://www.uhearst.ca/english,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Negative specialty/title screen; a manual catalog audit is still recommended.,no_relevant_graduate_field,No computing research graduate degree identified in the institution's official program inventory.,https://ror.org/00t0mzb74,,,O19395677925,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 3 IRCC campus rows. Cities: Hearst | Kapuskasing | Timmins. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19397188593,University of Ottawa,Université d’Ottawa/University of Ottawa,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MSc in Computer Science.,preliminary_fit,,,,,O19397188593,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 4 IRCC campus rows. Cities: Ottawa | Pembroke | Toronto | Windsor. CICIC match score=1.000; ROR match score=0.810.
ca:dli:O19395164307,Wilfrid Laurier University,Waterloo Lutheran Seminary (Wilfred Laurier University) | Wilfrid Laurier University,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,https://wlu.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: Master of Applied Computing (thesis stream).,preliminary_fit,,https://ror.org/00fn7gb05,,,O19395164307,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 5 IRCC campus rows. Cities: Brantford | Kitchener | Toronto | Waterloo. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19375892122,Western University,Western University,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,https://uwo.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MSc in Computer Science (thesis).,preliminary_fit,,https://ror.org/02grkyz14,,,O19375892122,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: London. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19361109242,York University,York University,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,https://www.yorku.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/05fq50484,,,O19361109242,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Toronto. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19220071452,University of Prince Edward Island,University of Prince Edward Island,Canada,Canada — Prince Edward Island,Public institution,CICIC Recognized (Public university),current,http://home.upei.ca/,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),"Relevant program seed found, but the official page was blocked or lacked the required mechanical signals.",indexed,,https://ror.org/02xh9x144,,,O19220071452,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Charlottetown. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19359010995,Bishop's University,Bishop's University,Canada,Canada — Quebec,Public institution,CICIC Recognized (Public university),current,https://www.ubishops.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/051prj435,,,O19359010995,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Sherbrooke. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19359011007,Concordia University,Concordia University,Canada,Canada — Quebec,Public institution,CICIC Recognized (Public university),current,https://www.concordia.ca/,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: Master of Computer Science (thesis).,preliminary_fit,,https://ror.org/0420zvk78,,,O19359011007,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Montréal. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O293775204142,Conservatoire d'art dramatique de Québec,Conservatoire d'art dramatique de Québec,Canada,Canada — Quebec,Public institution,CICIC Recognized (Public college),current,http://www.conservatoire.gouv.qc.ca/,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Negative specialty/title screen; a manual catalog audit is still recommended.,no_relevant_graduate_field,Official institutional scope is dramatic arts; no computing research graduate degree identified.,https://ror.org/054pxse21,,,O293775204142,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Québec. CICIC match score=1.000; ROR match score=0.839.
ca:dli:O19359010871,Conservatoire de musique de Gatineau,Conservatoire de musique de Gatineau,Canada,Canada — Quebec,Public institution,Current IRCC public graduate DLI; exact CICIC name match unresolved,current,,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Negative specialty/title screen; a manual catalog audit is still recommended.,no_relevant_graduate_field,Official institutional scope is music; no computing research graduate degree identified.,,,,O19359010871,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Gatineau. CICIC match score=0.718; ROR match score=0.719.
ca:dli:O19359010884,Conservatoire de musique de Montréal,Conservatoire de musique de Montréal,Canada,Canada — Quebec,Public institution,CICIC Recognized (Public college),current,,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Negative specialty/title screen; a manual catalog audit is still recommended.,no_relevant_graduate_field,Official institutional scope is music; no computing research graduate degree identified.,,,,O19359010884,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Montréal. CICIC match score=0.846; ROR match score=0.652.
ca:dli:O19359010910,Conservatoire de musique de Rimouski,Conservatoire de musique de Rimouski,Canada,Canada — Quebec,Public institution,Current IRCC public graduate DLI; exact CICIC name match unresolved,current,,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Negative specialty/title screen; a manual catalog audit is still recommended.,no_relevant_graduate_field,Official institutional scope is music; no computing research graduate degree identified.,,,,O19359010910,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Rimouski. CICIC match score=0.692; ROR match score=0.652.
ca:dli:O19359010924,Conservatoire de musique de Trois-Rivières,Conservatoire de musique de Trois-Rivières,Canada,Canada — Quebec,Public institution,Current IRCC public graduate DLI; exact CICIC name match unresolved,current,,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Negative specialty/title screen; a manual catalog audit is still recommended.,no_relevant_graduate_field,Official institutional scope is music; no computing research graduate degree identified.,,,,O19359010924,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Trois-Rivières. CICIC match score=0.684; ROR match score=0.684.
ca:dli:O19359010937,Conservatoire de musique de Val-d'Or,Conservatoire de musique de Val-d'Or,Canada,Canada — Quebec,Public institution,Current IRCC public graduate DLI; exact CICIC name match unresolved,current,,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Negative specialty/title screen; a manual catalog audit is still recommended.,no_relevant_graduate_field,Official institutional scope is music; no computing research graduate degree identified.,,,,O19359010937,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Val-d'Or. CICIC match score=0.692; ROR match score=0.652.
ca:dli:O253199102048,Faculté de théologie évangélique,Faculté de Théologie Évangélique de l’Université Acadia,Canada,Canada — Quebec,Private institution,CICIC Recognized (Non-profit theological school),current,,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,,,,O253199102048,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Montréal. CICIC match score=1.000; ROR match score=0.635.
ca:dli:O19359011185,Institut national de la recherche scientifique,Institut national de la recherche scientifique,Canada,Canada — Quebec,Public institution,CICIC Recognized (Public university),current,https://inrs.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: Maîtrise en télécommunications.,preliminary_fit,,https://ror.org/04td37d32,,,O19359011185,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Québec. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19359011033,McGill University,McGill University,Canada,Canada — Quebec,Public institution,CICIC Recognized (Public university),current,https://www.mcgill.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),"Relevant program seed found, but the official page was blocked or lacked the required mechanical signals.",indexed,,https://ror.org/01pxwe438,,,O19359011033,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 2 IRCC campus rows. Cities: Montréal | Sainte-Anne-de-Bellevue. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19359201245,Télé-université,Télé-université,Canada,Canada — Quebec,Public institution,CICIC Recognized (Public university),current,https://www.teluq.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/007y6q934,,,O19359201245,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Québec. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19359011045,Université de Montréal,Université de Montréal,Canada,Canada — Quebec,Public institution,CICIC Recognized (Public university),current,https://www.umontreal.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: Maîtrise en informatique.,preliminary_fit,,https://ror.org/0161xgx34,,,O19359011045,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Montréal. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19359011083,Université de Sherbrooke,Université de Sherbrooke,Canada,Canada — Quebec,Public institution,CICIC Recognized (Public university),current,https://www.usherbrooke.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: Maîtrise en informatique.,preliminary_fit,,https://ror.org/00kybxq39,,,O19359011083,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Sherbrooke. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19359011096,Université du Québec,Université du Québec,Canada,Canada — Quebec,Public institution,CICIC Recognized (Public university),current,http://www.uquebec.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/010gxg263,,,O19359011096,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Québec. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19359011109,Université du Québec en Abitibi-Témiscamingue,Université du Québec en Abitibi-Témiscamingue,Canada,Canada — Quebec,Public institution,CICIC Recognized (Public university),current,https://www.uqat.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/02mqrrm75,,,O19359011109,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Rouyn-Noranda. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19359011146,Université du Québec en Outaouais,Université du Québec en Outaouais Pavillon Alexandre-Taché,Canada,Canada — Quebec,Public institution,CICIC Recognized (Public university),current,https://uqo.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/011pqxa69,,,O19359011146,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Gatineau. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19359011122,Université du Québec à Chicoutimi,Université du Québec à Chicoutimi,Canada,Canada — Quebec,Public institution,CICIC Recognized (Public university),current,,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),"Relevant program seed found, but the official page was blocked or lacked the required mechanical signals.",indexed,,,,,O19359011122,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Saguenay. CICIC match score=1.000; ROR match score=0.844.
ca:dli:O19359011134,Université du Québec à Montréal,Université du Québec à Montréal,Canada,Canada — Quebec,Public institution,CICIC Recognized (Public university),current,https://uqam.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),"Relevant program seed found, but the official page was blocked or lacked the required mechanical signals.",indexed,,https://ror.org/002rjbv21,,,O19359011134,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Montréal. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19359011159,Université du Québec à Rimouski,Université du Québec à Rimouski,Canada,Canada — Quebec,Public institution,CICIC Recognized (Public university),current,https://www.uqar.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/049jtt335,,,O19359011159,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Rimouski. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19359011172,Université du Québec à Trois-Rivières,Université du Québec à Trois-Rivières,Canada,Canada — Quebec,Public institution,CICIC Recognized (Public university),current,https://www.uqtr.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/02xrw9r68,,,O19359011172,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Trois-Rivières. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19359011020,Université Laval,Université Laval,Canada,Canada — Quebec,Public institution,CICIC Recognized (Public university),current,https://www.ulaval.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: Maîtrise en informatique avec mémoire.,preliminary_fit,,https://ror.org/04sjchr03,,,O19359011020,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Québec. CICIC match score=1.000; ROR match score=1.000.
