schema_version,sample_id,region,institution_id,institution_name,country,exclusion_reason_category,original_exclusion_reason,original_supporting_evidence,original_source_url,independent_discovery_paths,independent_research_signal,audit_result,false_negative_risk,audit_rationale,funnel_program_id,sample_status,audit_date
2.0,reentry06:ror:05trd4x28,europe,ror:05trd4x28,University of Trento,Italy,outside_bounded_positive_seed_screen,Exact route absent from the original Stage 2 funnel,"Trento remained an unresolved catalog placeholder despite current official evidence of an English Computer Science master's with automated reasoning, formal verification, security testing, and a limited non-EU merit scholarship with tuition exemption.",https://www.unitn.it/en,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,"The current curriculum includes automated reasoning and formal verification, security testing, distributed systems, cryptographic programming, autonomous software agents, and software engineering for trustworthy systems.",false_negative_corrected,confirmed,Official program and research evidence now establishes a plausible exact route; the candidate was added for Stage 3 verification.,ror:05trd4x28:program:thesis-or-research-master-s:master-s-degree-in-computer-science,complete,2026-09-10
2.0,reentry07:us:ipeds:223232,us,us:ipeds:223232,Baylor University,United States,registry_only_signals_not_promoted_to_exact_program_review,Exact route absent from the original Stage 2 funnel,"Baylor remained a catalog placeholder although current official pages establish a Computer Science PhD, direct software-engineering research fit, and a strong preliminary multi-year support signal.",https://www.baylor.edu/,official_program_or_department_signal|current_faculty_topic_signal|recognized_institution_record|underrepresented_route_search,"Current Baylor evidence identifies software engineering, fuzz testing, software security, formal methods, model-driven engineering, and cloud-native software architecture research within Computer Science.",false_negative_corrected,confirmed,Official program and research evidence now establishes a plausible exact route; the candidate was added for Stage 3 verification.,us:ipeds:223232:program:phd:ph-d-in-computer-science,complete,2026-09-10
2.0,reentry07:ror:01tm6cn81,europe,ror:01tm6cn81,University of Gothenburg,Sweden,outside_bounded_positive_seed_screen,Exact route absent from the original Stage 2 funnel,Gothenburg remained an unresolved catalog row despite a current Fall 2027 English Software Engineering and Management master's with explicit research preparation and scholarship-nomination eligibility.,https://www.gu.se/en,official_program_or_department_signal|recognized_institution_record|underrepresented_route_search|research_masters_or_scholarship_search,"The program trains students to design sustainable, high-quality software for safety-critical and evolving systems and explicitly prepares future software-engineering researchers.",false_negative_corrected,confirmed,Official program and research evidence now establishes a plausible exact route; the candidate was added for Stage 3 verification.,ror:01tm6cn81:program:thesis-or-research-master-s:software-engineering-and-management-master-s-programme,complete,2026-09-10
2.0,reentry08:us:ipeds:201885,us,us:ipeds:201885,University of Cincinnati-Main Campus,United States,registry_only_signals_not_promoted_to_exact_program_review,Exact route absent from the original Stage 2 funnel,"Cincinnati remained a registry placeholder despite a current Computer Science and Engineering PhD, explicit software-systems research, and published first-year doctoral assistantship support.",https://www.uc.edu/,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,The official doctorate page identifies software systems and experimental computer systems among its research strengths.,false_negative_corrected,confirmed,Official program and research evidence now establishes a plausible exact route; the candidate was added for Stage 3 verification.,us:ipeds:201885:program:phd:ph-d-in-computer-science-and-engineering,complete,2026-09-10
2.0,reentry08:ror:008x57b05,europe,ror:008x57b05,University of Antwerp,Belgium,outside_bounded_positive_seed_screen,Exact route absent from the original Stage 2 funnel,"Antwerp remained outside the bounded positive screen despite a current English Software Engineering master's with research internships, a 30-credit thesis, and a limited international tuition-reduction route.",https://www.uantwerpen.be/en/,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,"The route includes model-driven engineering, software testing, research projects, research internships, and a 30-credit software-engineering thesis.",false_negative_corrected,confirmed,Official program and research evidence now establishes a plausible exact route; the candidate was added for Stage 3 verification.,ror:008x57b05:program:thesis-or-research-master-s:master-of-computer-science-software-engineering,complete,2026-09-10
2.0,reentry09:ca:dli:O19391556899,canada,ca:dli:O19391556899,St. Francis Xavier University,Canada,outside_bounded_positive_seed_screen,Exact route absent from the original Stage 2 funnel,"St. Francis Xavier remained absent from the funnel despite a current thesis-based Computer Science MSc, required supervisor route, and an official statement that most accepted students receive tuition plus partial living support.",https://www.stfx.ca,official_program_or_department_signal|lab_or_center_signal|recognized_institution_record|underrepresented_route_search,"The department supports thesis research across software engineering, data and artificial intelligence, security, networks, systems, and related computing areas.",false_negative_corrected,confirmed,Official program and research evidence now establishes a plausible exact route; the candidate was added for Stage 3 verification.,ca:dli:O19391556899:program:thesis-or-research-master-s:master-of-science-in-computer-science,complete,2026-09-10
2.0,reentry09:ror:026vcq606,europe,ror:026vcq606,KTH Royal Institute of Technology,Sweden,doctoral_route_recorded_research_masters_route_missed,Exact route absent from the original Stage 2 funnel,"KTH was represented only by a doctoral route despite a current Fall 2027 English Computer Science MSc with software technology, automated testing, reliable and secure software, a research project, published selection statistics, and a competitive tuition scholarship.",https://www.kth.se,official_program_or_department_signal|underrepresented_route_search|research_masters_or_scholarship_search|recognized_institution_record,"The Software Technology specialization covers software engineering, automated testing, compilers, programming languages, and reliable and secure large-scale software; the theoretical track includes formal methods.",false_negative_corrected,confirmed,Official program and research evidence now establishes a plausible exact route; the candidate was added for Stage 3 verification.,ror:026vcq606:program:thesis-or-research-master-s:msc-computer-science,complete,2026-09-10
2.0,reentry10:ca:dli:O19220071452,canada,ca:dli:O19220071452,University of Prince Edward Island,Canada,outside_bounded_positive_seed_screen,Exact route absent from the original Stage 2 funnel,UPEI remained outside the bounded positive screen despite a current thesis-based Mathematical and Computational Sciences MSc requiring a supervisor and supporting computational research.,https://www.upei.ca,official_program_or_department_signal|research_masters_or_scholarship_search|underrepresented_route_search,The interdisciplinary research MSc admits computational-science projects and requires a research supervisor and thesis.,false_negative_corrected,confirmed,Official program and research evidence now establishes a plausible exact route; the candidate was added for Stage 3 verification.,ca:dli:O19220071452:program:thesis-or-research-master-s:master-of-science-in-mathematical-and-computational-sciences,complete,2026-09-10
2.0,reentry10:ror:036x5ad56,europe,ror:036x5ad56,University of Luxembourg,Luxembourg,doctoral_route_recorded_research_masters_route_missed,Exact route absent from the original Stage 2 funnel,"The University of Luxembourg was represented only by a doctoral route despite a current English research-oriented Information and Computer Sciences master's with reliable-software, security, research, and thesis components.",https://www.uni.lu/en/,official_program_or_department_signal|research_masters_or_scholarship_search|underrepresented_route_search,"The program includes reliable software, information security, computer systems, research involvement, and a master's thesis.",false_negative_corrected,confirmed,Official program and research evidence now establishes a plausible exact route; the candidate was added for Stage 3 verification.,ror:036x5ad56:program:thesis-or-research-master-s:master-in-information-and-computer-sciences,complete,2026-09-10
2.0,reentry11:us:ipeds:160658,us,us:ipeds:160658,University of Louisiana at Lafayette,United States,catalog_signal_without_exact_doctoral_route,Exact route absent from the original Stage 2 funnel,"The original funnel retained only mechanical IPEDS computing signals for Louisiana-Lafayette and missed the current direct-bachelor Applied Computing and Information Sciences PhD with AI, cybersecurity, and funded-doctoral mechanisms.",https://louisiana.edu,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,"The program includes artificial intelligence, cybersecurity, human-centered systems, and applied computing research, with nearby software and trusted-computing laboratory signals.",false_negative_corrected,confirmed,Official program and research evidence now establishes a plausible exact route; the candidate was added for Stage 3 verification.,us:ipeds:160658:program:phd:phd-in-applied-computing-and-information-sciences,complete,2026-09-10
2.0,reentry11:ror:04jr1s763,europe,ror:04jr1s763,University of Florence,Italy,outside_bounded_positive_seed_screen,Exact route absent from the original Stage 2 funnel,"The University of Florence was absent from the original funnel despite a current English Software: Science and Technology MSc centered on testing, reliability, security, cyber-physical systems, and thesis work, with a regional scholarship route.",https://www.unifi.it/en,official_program_or_department_signal|research_masters_or_scholarship_search|underrepresented_route_search,"The curriculum centers rigorous software design, development, validation, testing, performance, security, reliability, cyber-physical systems, and an independent thesis.",false_negative_corrected,confirmed,Official program and research evidence now establishes a plausible exact route; the candidate was added for Stage 3 verification.,ror:04jr1s763:program:thesis-or-research-master-s:msc-in-software-science-and-technology,complete,2026-09-10
2.0,reentry12:us:ipeds:142285,us,us:ipeds:142285,University of Idaho,United States,catalog_signal_without_exact_doctoral_route,Exact route absent from the original Stage 2 funnel,"The original funnel retained only mechanical IPEDS computing signals for the University of Idaho and missed its current Computer Science PhD plus formal-methods, high-assurance-software, security, and cyber-physical-systems evidence.",https://www.uidaho.edu,official_program_or_department_signal|current_faculty_topic_signal|recognized_institution_record|underrepresented_route_search,"The degree is research-oriented, while current department evidence includes formal methods, model checking, high-assurance software testing, information assurance, and cyber-physical systems.",false_negative_corrected,confirmed,Official program and research evidence now establishes a plausible exact route; the candidate was added for Stage 3 verification.,us:ipeds:142285:program:phd:computer-science-ph-d,complete,2026-09-10
2.0,reentry12:ror:0093a8w51,europe,ror:0093a8w51,Blekinge Institute of Technology,Sweden,outside_bounded_positive_seed_screen,Exact route absent from the original Stage 2 funnel,"Blekinge Institute of Technology was absent from the original bounded funnel despite a current English two-year Software Engineering master's with research preparation, a 30-credit thesis, and an international partial-tuition scholarship route.",https://www.bth.se/english/,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,"The curriculum emphasizes requirements, architecture, testing, quality assurance, process improvement, research preparation, and a 30-credit software-engineering thesis.",false_negative_corrected,confirmed,Official program and research evidence now establishes a plausible exact route; the candidate was added for Stage 3 verification.,ror:0093a8w51:program:thesis-or-research-master-s:master-s-programme-in-software-engineering-120-credits,complete,2026-09-10
