schema_version,score_evidence_id,program_id,institution_id,institution_name,component,component_score,max_score,rubric_anchor,rubric_anchor_description,supporting_evidence_ids,evidence_completeness,score_confidence,uncertainty_or_conflict,reviewer_or_generating_process,verification_status,calculated_at
2.0,scoreev:925add8623ffbb97,ca:dli:O19361109242:program:thesis-or-research-master-s:computer-science-msc-thesis-option,ca:dli:O19361109242,York University,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:d7e1c056d945abf36d07|stage3src:18f66c1876f4ff8d8753|stage3src:e21f40d4681839486eaf|stage3src:31597ca2de9d5cf35f12,partial,medium,"What will the Fall 2027 offer's net amount be after international tuition, ancillary fees, taxes, and health costs?",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:2942c749bd5e197f,ca:dli:O19361109242:program:thesis-or-research-master-s:computer-science-msc-thesis-option,ca:dli:O19361109242,York University,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:d7e1c056d945abf36d07|stage3src:18f66c1876f4ff8d8753|stage3src:e21f40d4681839486eaf|stage3src:31597ca2de9d5cf35f12,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:e652f3e4a7330e68,ca:dli:O19361109242:program:thesis-or-research-master-s:computer-science-msc-thesis-option,ca:dli:O19361109242,York University,application_economics,0,5,high_or_unverified_cost,"Fee exceeds 100, a broad waiver is unavailable, or the applicable fee is unverified.",stage3src:d7e1c056d945abf36d07|stage3src:18f66c1876f4ff8d8753|stage3src:e21f40d4681839486eaf|stage3src:31597ca2de9d5cf35f12,partial,low,Fee is high or the applicable Fall 2027 amount/waiver remains unverified.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:b26c80e8905d3f75,us:ipeds:153603:program:phd:computer-science-phd,us:ipeds:153603,Iowa State University,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:5231a5638835c6ed|stage4src:0c99a658b731928d|stage4src:9a4f4356ff3d12fb,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:0a5457173b38e62e,us:ipeds:153603:program:phd:computer-science-phd,us:ipeds:153603,Iowa State University,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:5231a5638835c6ed|stage4src:0c99a658b731928d|stage4src:9a4f4356ff3d12fb,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:039e3a0d9c4d466e,us:ipeds:153603:program:phd:computer-science-phd,us:ipeds:153603,Iowa State University,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:f7cffd936b08b5e15419|stage3src:c37dcd3965eba464f9b8,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:58db8d6e36eed1bb,us:ipeds:153603:program:phd:computer-science-phd,us:ipeds:153603,Iowa State University,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:f7cffd936b08b5e15419|stage3src:c37dcd3965eba464f9b8,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:64f05a8cb8a023e7,us:ipeds:153603:program:phd:computer-science-phd,us:ipeds:153603,Iowa State University,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:f7cffd936b08b5e15419|stage3src:c37dcd3965eba464f9b8,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:0c2b1cb6221a5d77,us:ipeds:153603:program:phd:computer-science-phd,us:ipeds:153603,Iowa State University,application_economics,5,5,no_fee_or_verified_waiver,No application fee or a clearly applicable waiver is verified.,stage3src:f7cffd936b08b5e15419|stage3src:c37dcd3965eba464f9b8,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:83396356a5b2d0d8,us:ipeds:152080:program:phd:computer-science-and-engineering-phd,us:ipeds:152080,University of Notre Dame,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:8520dba90d8df5e8|stage4src:63186ab9ceb0e190|stage4src:c063532a7aa9e86e,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:07470650e653e35e,us:ipeds:152080:program:phd:computer-science-and-engineering-phd,us:ipeds:152080,University of Notre Dame,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:8520dba90d8df5e8|stage4src:63186ab9ceb0e190|stage4src:c063532a7aa9e86e,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:0f9213c09efd04d4,us:ipeds:152080:program:phd:computer-science-and-engineering-phd,us:ipeds:152080,University of Notre Dame,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:c055b3a913e5dd58e2da,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:df020edd6608881e,us:ipeds:152080:program:phd:computer-science-and-engineering-phd,us:ipeds:152080,University of Notre Dame,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:c055b3a913e5dd58e2da|stage3src:901918397e9bc0f80c33,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:5200a7683b5a2fe2,us:ipeds:152080:program:phd:computer-science-and-engineering-phd,us:ipeds:152080,University of Notre Dame,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:c055b3a913e5dd58e2da|stage3src:901918397e9bc0f80c33,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:e886cfe6fa1fdd45,us:ipeds:152080:program:phd:computer-science-and-engineering-phd,us:ipeds:152080,University of Notre Dame,application_economics,5,5,no_fee_or_verified_waiver,No application fee or a clearly applicable waiver is verified.,stage3src:c055b3a913e5dd58e2da|stage3src:901918397e9bc0f80c33,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:77d4a11c7fc407ac,us:ipeds:164988:program:phd:computer-science-phd,us:ipeds:164988,Boston University,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:4ccebb370088e779|stage4src:061749a0a109f78e|stage4src:f062b8892e1c913f|stage4src:47bad10b3d2bdac1|stage4src:eefeb3bdf3dffb49|stage4src:f70ef2f55ccec070,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:e952b10530a61677,us:ipeds:164988:program:phd:computer-science-phd,us:ipeds:164988,Boston University,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:4ccebb370088e779|stage4src:061749a0a109f78e|stage4src:f062b8892e1c913f|stage4src:47bad10b3d2bdac1|stage4src:eefeb3bdf3dffb49|stage4src:f70ef2f55ccec070,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:cbff171866f3d87b,us:ipeds:164988:program:phd:computer-science-phd,us:ipeds:164988,Boston University,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:e795f1001e46a328a7cb|stage3src:c4e38b910d07c8a37008,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:b6573b9e0f210823,us:ipeds:164988:program:phd:computer-science-phd,us:ipeds:164988,Boston University,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:28988cbc2cc31abaa7ef|stage3src:e795f1001e46a328a7cb|stage3src:047a1dd822552c122b04|stage3src:c4e38b910d07c8a37008|stage3src:ef0d2d2e9ea201affe02,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:c7bf555766260108,us:ipeds:164988:program:phd:computer-science-phd,us:ipeds:164988,Boston University,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:28988cbc2cc31abaa7ef|stage3src:e795f1001e46a328a7cb|stage3src:047a1dd822552c122b04|stage3src:c4e38b910d07c8a37008|stage3src:ef0d2d2e9ea201affe02,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:30309f9474df4f6f,us:ipeds:164988:program:phd:computer-science-phd,us:ipeds:164988,Boston University,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:28988cbc2cc31abaa7ef|stage3src:e795f1001e46a328a7cb|stage3src:047a1dd822552c122b04|stage3src:c4e38b910d07c8a37008|stage3src:ef0d2d2e9ea201affe02,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:a85f266a9ffb0848,us:ipeds:201645:program:phd:computer-science-phd,us:ipeds:201645,Case Western Reserve University,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:5a2b1cf379c9bb3a|stage4src:4c4b739cc69e4ef7,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:213b7b4976a60ab0,us:ipeds:201645:program:phd:computer-science-phd,us:ipeds:201645,Case Western Reserve University,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:5a2b1cf379c9bb3a|stage4src:4c4b739cc69e4ef7,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:70eebc038f263913,us:ipeds:201645:program:phd:computer-science-phd,us:ipeds:201645,Case Western Reserve University,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:35f0624dc4468991bfab,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:ca8215d9b9250321,us:ipeds:201645:program:phd:computer-science-phd,us:ipeds:201645,Case Western Reserve University,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:006b7fb344289ada2dd4|stage3src:f71f87b7fc37f5567680|stage3src:35f0624dc4468991bfab,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:9e4c7dd13a10a780,us:ipeds:201645:program:phd:computer-science-phd,us:ipeds:201645,Case Western Reserve University,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:006b7fb344289ada2dd4|stage3src:f71f87b7fc37f5567680|stage3src:35f0624dc4468991bfab,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:3c82009abc2065bf,us:ipeds:201645:program:phd:computer-science-phd,us:ipeds:201645,Case Western Reserve University,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:006b7fb344289ada2dd4|stage3src:f71f87b7fc37f5567680|stage3src:35f0624dc4468991bfab,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:d4839279c7c437b0,us:ipeds:126818:program:phd:computer-science-phd,us:ipeds:126818,Colorado State University-Fort Collins,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:d526dcf5525b67a2|stage4src:c21d46a2f495f6c5|stage4src:adcbfa67114fccb6|stage4src:d850f0e8a838c2bd|stage4src:0fa877a52299aa29,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:b9548ef404007be3,us:ipeds:126818:program:phd:computer-science-phd,us:ipeds:126818,Colorado State University-Fort Collins,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:d526dcf5525b67a2|stage4src:c21d46a2f495f6c5|stage4src:adcbfa67114fccb6|stage4src:d850f0e8a838c2bd|stage4src:0fa877a52299aa29,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:539682c06212331b,us:ipeds:126818:program:phd:computer-science-phd,us:ipeds:126818,Colorado State University-Fort Collins,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:3ec2a9ac2d69e231ea48,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:695f3e56821c52c1,us:ipeds:126818:program:phd:computer-science-phd,us:ipeds:126818,Colorado State University-Fort Collins,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:dd7d6e907f878f561e4e|stage3src:3ec2a9ac2d69e231ea48|stage3src:2c1192bdc0c80b0c93bd,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:e698aaf6a5b3509c,us:ipeds:126818:program:phd:computer-science-phd,us:ipeds:126818,Colorado State University-Fort Collins,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:dd7d6e907f878f561e4e|stage3src:3ec2a9ac2d69e231ea48|stage3src:2c1192bdc0c80b0c93bd,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:5335813487bdd331,us:ipeds:126818:program:phd:computer-science-phd,us:ipeds:126818,Colorado State University-Fort Collins,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:3ec2a9ac2d69e231ea48|stage3src:2c1192bdc0c80b0c93bd|stage3src:dd7d6e907f878f561e4e,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:61ffea68b8089111,ca:dli:O19359011007:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19359011007,Concordia University,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:fe7c2cc6f3071899|stage4src:97f9e4836b691b49|stage4src:757ea76f99940f3c|stage4src:46855884272b4a38,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:118ba3bb6bee13b5,ca:dli:O19359011007:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19359011007,Concordia University,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:fe7c2cc6f3071899|stage4src:97f9e4836b691b49|stage4src:757ea76f99940f3c|stage4src:46855884272b4a38,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:5c176838b3ba533c,ca:dli:O19359011007:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19359011007,Concordia University,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:8c35d0d7476d9d8f8e18|stage3src:d4f95245456911dfb067,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:aaa5b863b448184c,ca:dli:O19359011007:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19359011007,Concordia University,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:8c35d0d7476d9d8f8e18|stage3src:6cc2ddd9a51c3365d685|stage3src:afd4e8ca2c53991adfd3,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:126446190f8bf172,ca:dli:O19359011007:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19359011007,Concordia University,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:8c35d0d7476d9d8f8e18|stage3src:6cc2ddd9a51c3365d685|stage3src:afd4e8ca2c53991adfd3,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:b4b58935a4c786cc,ca:dli:O19359011007:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19359011007,Concordia University,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:8c35d0d7476d9d8f8e18|stage3src:6cc2ddd9a51c3365d685|stage3src:afd4e8ca2c53991adfd3,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:469a0824894102b2,us:ipeds:199193:program:phd:computer-science-phd,us:ipeds:199193,North Carolina State University at Raleigh,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:c9843fe64afaacd7|stage4src:ef68856b31cbea72,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:818eee17323f1db7,us:ipeds:199193:program:phd:computer-science-phd,us:ipeds:199193,North Carolina State University at Raleigh,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:c9843fe64afaacd7|stage4src:ef68856b31cbea72,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:a8d9e006620c45b8,us:ipeds:199193:program:phd:computer-science-phd,us:ipeds:199193,North Carolina State University at Raleigh,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:6d213a25fd9d25b34c32,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:4fc78f9bece89584,us:ipeds:199193:program:phd:computer-science-phd,us:ipeds:199193,North Carolina State University at Raleigh,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:6d213a25fd9d25b34c32|stage3src:2f73d25712d4760da793|stage3src:8e25a0414f9d19e79e9a|stage3src:25a9382dffec06dc7cfe,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:afeeec795801d3f2,us:ipeds:199193:program:phd:computer-science-phd,us:ipeds:199193,North Carolina State University at Raleigh,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:6d213a25fd9d25b34c32|stage3src:2f73d25712d4760da793|stage3src:8e25a0414f9d19e79e9a|stage3src:25a9382dffec06dc7cfe,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:8e655bcc49078b44,us:ipeds:199193:program:phd:computer-science-phd,us:ipeds:199193,North Carolina State University at Raleigh,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:6d213a25fd9d25b34c32|stage3src:2f73d25712d4760da793|stage3src:8e25a0414f9d19e79e9a|stage3src:25a9382dffec06dc7cfe,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:6fe9ededd85a52f0,us:ipeds:204796:program:phd:computer-science-and-engineering-phd,us:ipeds:204796,Ohio State University-Main Campus,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:76fe5da590b9a8ed|stage4src:e84858a29aaea8a8|stage4src:369cf3be42f53a49|stage4src:bfa0cb936f895c25,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:13f39424ec326491,us:ipeds:204796:program:phd:computer-science-and-engineering-phd,us:ipeds:204796,Ohio State University-Main Campus,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:76fe5da590b9a8ed|stage4src:e84858a29aaea8a8|stage4src:369cf3be42f53a49|stage4src:bfa0cb936f895c25,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:5c5f392ef9e2b065,us:ipeds:204796:program:phd:computer-science-and-engineering-phd,us:ipeds:204796,Ohio State University-Main Campus,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:e2af40a50bb74f7eab7f,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:00191e1fdb14e5c4,us:ipeds:204796:program:phd:computer-science-and-engineering-phd,us:ipeds:204796,Ohio State University-Main Campus,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:6346a3ace2e8c1faadde|stage3src:8e26070c7aa2ea8003fa|stage3src:5a1886e0a9a41c2a684b|stage3src:e2af40a50bb74f7eab7f,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:ec572d471c97198f,us:ipeds:204796:program:phd:computer-science-and-engineering-phd,us:ipeds:204796,Ohio State University-Main Campus,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:6346a3ace2e8c1faadde|stage3src:8e26070c7aa2ea8003fa|stage3src:5a1886e0a9a41c2a684b|stage3src:e2af40a50bb74f7eab7f,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:9b3947640425c12c,us:ipeds:204796:program:phd:computer-science-and-engineering-phd,us:ipeds:204796,Ohio State University-Main Campus,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:8e26070c7aa2ea8003fa|stage3src:5a1886e0a9a41c2a684b|stage3src:e2af40a50bb74f7eab7f|stage3src:6346a3ace2e8c1faadde,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:956f9934493fedcb,us:ipeds:214777:program:phd:computer-science-and-engineering-phd,us:ipeds:214777,Pennsylvania State University-Main Campus,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:a01f5ea6e3f9ab1b|stage4src:e505dbbfe2bdebf9,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:636c72d87c868961,us:ipeds:214777:program:phd:computer-science-and-engineering-phd,us:ipeds:214777,Pennsylvania State University-Main Campus,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:a01f5ea6e3f9ab1b|stage4src:e505dbbfe2bdebf9,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:e4433c49a0b44bbf,us:ipeds:214777:program:phd:computer-science-and-engineering-phd,us:ipeds:214777,Pennsylvania State University-Main Campus,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:ded00d2189dcef583baa,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:a0e92da09b5fd502,us:ipeds:214777:program:phd:computer-science-and-engineering-phd,us:ipeds:214777,Pennsylvania State University-Main Campus,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:df213e2a2ac721706a78|stage3src:f40059d3d427d39bec88|stage3src:031c2aacfef869b05dfa,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:569f0effa8b48d58,us:ipeds:214777:program:phd:computer-science-and-engineering-phd,us:ipeds:214777,Pennsylvania State University-Main Campus,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:df213e2a2ac721706a78|stage3src:f40059d3d427d39bec88|stage3src:031c2aacfef869b05dfa,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:1b205e6d9b6f57ce,us:ipeds:214777:program:phd:computer-science-and-engineering-phd,us:ipeds:214777,Pennsylvania State University-Main Campus,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:031c2aacfef869b05dfa|stage3src:f40059d3d427d39bec88|stage3src:df213e2a2ac721706a78,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:789c075ebecd7791,us:ipeds:243780:program:phd:computer-science-phd,us:ipeds:243780,Purdue University-Main Campus,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:c3c40e584ba21793|stage4src:4b0c5e634d73cc64|stage4src:b894bdd2c02ba197,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
