schema_version,candidate_program_id,verified_program_id,institution_id,institution_name,country,region,candidate_funnel_status,verification_status,status_reason,exact_degree_program_name,degree_type,research_requirement,department,current_program_status,bachelors_entry_eligibility,international_student_eligibility,language_of_instruction,english_requirement_and_waiver,minimum_gpa,minimum_gpa_application,prerequisite_coursework,admissions_model,faculty_contact_expectation,fall_2027_deadline,deadline_cycle_label,application_fee,fee_currency,fee_waiver_rules,simultaneous_application_rules,separate_fees_required,tuition,mandatory_fees,funding_model,funding_status,funding_duration,funding_conditions,funding_international_eligibility,stipend_amount,stipend_currency,tuition_coverage,mandatory_fee_coverage,health_insurance_coverage,summer_coverage,named_scholarships,scholarship_deadlines,largest_unresolved_question,relevant_route_gate,eligibility_gate,funding_gate,degree_structure_gate,same_university_dominance_gate,faculty_review_ready,application_positioning,official_program_url,program_source_ids,admissions_source_ids,funding_source_ids,evidence_confidence,source_record_paths,verified_at
2.0,us:ipeds:222178:program:unclear:ipeds-discovery-signal-information-technology-cip-11-0103,us:ipeds:222178:program:unclear:ipeds-discovery-signal-information-technology-cip-11-0103,us:ipeds:222178,Abilene Christian University,United States,us,manual_secondary_review,monitor,"The discovery record does not establish an exact current research degree route, so eligibility and funding cannot yet be evaluated.",IPEDS discovery signal: Information Technology (CIP 11.0103),Unclear,Not verified in frozen evidence,Not verified in frozen evidence,Recent completions observed; current official catalog status not yet verified,Unverified,Unverified,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,US program or committee admission; faculty role requires program-specific verification,Not verified in frozen evidence,Not verified in frozen evidence,Fall 2027 not yet published/verified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Does the current official catalog contain a research graduate program matching the applicant's topics?,unverified,unverified,unverified,unverified,pass,no,Monitor — Exact Program Required,Not verified in frozen evidence,stage3src:ea935ffc88257eb2335f,,,low,data/processed/openalex_institution_signals.csv|data/processed/regions/us/program_screening.csv|data/processed/pass2/candidate_program_funnel.csv,2026-09-10
2.0,us:ipeds:154235:program:unclear:ipeds-discovery-signal-mechatronics-robotics-and-automation-engineering-cip-14-4201,us:ipeds:154235:program:unclear:ipeds-discovery-signal-mechatronics-robotics-and-automation-engineering-cip-14-4201,us:ipeds:154235,Saint Ambrose University,United States,us,screened_out,excluded,"Only one bounded registry/program-code signal was present; no independent topical, Calendar, current-faculty, or first-audit signal was recovered.","IPEDS discovery signal: Mechatronics, Robotics, and Automation Engineering (CIP 14.4201)",Unclear,Not verified in frozen evidence,Not verified in frozen evidence,Recent completions observed; current official catalog status not yet verified,Unverified,Unverified,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,US program or committee admission; faculty role requires program-specific verification,Not verified in frozen evidence,Not verified in frozen evidence,Fall 2027 not yet published/verified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Does the current official catalog contain a research graduate program matching the applicant's topics?,unverified,not_assessed,not_assessed,fail,not_assessed,no,Do Not Advance,Not verified in frozen evidence,stage3src:db55875b02c491b89230,,,low,data/processed/regions/us/program_screening.csv|data/processed/pass2/candidate_program_funnel.csv,2026-09-10
2.0,us:ipeds:174783:program:unclear:ipeds-discovery-signal-computer-and-information-systems-security-auditing-information-assurance-cip-11-1003,us:ipeds:174783:program:unclear:ipeds-discovery-signal-computer-and-information-systems-security-auditing-information-assurance-cip-11-1003,us:ipeds:174783,Saint Cloud State University,United States,us,catalog_verification_required,monitor,"The discovery record does not establish an exact current research degree route, so eligibility and funding cannot yet be evaluated.",IPEDS discovery signal: Computer and Information Systems Security/Auditing/Information Assurance (CIP 11.1003),Unclear,Not verified in frozen evidence,Not verified in frozen evidence,Recent completions observed; current official catalog status not yet verified,Unverified,Unverified,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,US program or committee admission; faculty role requires program-specific verification,Not verified in frozen evidence,Not verified in frozen evidence,Fall 2027 not yet published/verified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Does the current official catalog contain a research graduate program matching the applicant's topics?,unverified,unverified,unverified,unverified,pass,no,Monitor — Exact Program Required,Not verified in frozen evidence,stage3src:338903e6725abbc0e1a3,,,low,data/processed/openalex_institution_signals.csv|data/processed/regions/us/program_screening.csv|data/processed/pass2/candidate_program_funnel.csv,2026-09-10
2.0,us:ipeds:174783:program:unclear:ipeds-discovery-signal-computer-science-cip-11-0701,us:ipeds:174783:program:unclear:ipeds-discovery-signal-computer-science-cip-11-0701,us:ipeds:174783,Saint Cloud State University,United States,us,screened_out,excluded,Duplicate mechanical discovery signal consolidated into one institution-level catalog review candidate.,IPEDS discovery signal: Computer Science (CIP 11.0701),Unclear,Not verified in frozen evidence,Not verified in frozen evidence,Recent completions observed; current official catalog status not yet verified,Unverified,Unverified,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,US program or committee admission; faculty role requires program-specific verification,Not verified in frozen evidence,Not verified in frozen evidence,Fall 2027 not yet published/verified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Does the current official catalog contain a research graduate program matching the applicant's topics?,unverified,not_assessed,not_assessed,fail,not_assessed,no,Do Not Advance,Not verified in frozen evidence,stage3src:3f86df6d24ddb6a3406e,,,low,data/processed/openalex_institution_signals.csv|data/processed/regions/us/program_screening.csv|data/processed/pass2/candidate_program_funnel.csv,2026-09-10
2.0,us:ipeds:174783:program:unclear:ipeds-discovery-signal-computer-software-engineering-cip-14-0903,us:ipeds:174783:program:unclear:ipeds-discovery-signal-computer-software-engineering-cip-14-0903,us:ipeds:174783,Saint Cloud State University,United States,us,screened_out,excluded,Duplicate mechanical discovery signal consolidated into one institution-level catalog review candidate.,IPEDS discovery signal: Computer Software Engineering (CIP 14.0903),Unclear,Not verified in frozen evidence,Not verified in frozen evidence,Recent completions observed; current official catalog status not yet verified,Unverified,Unverified,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,US program or committee admission; faculty role requires program-specific verification,Not verified in frozen evidence,Not verified in frozen evidence,Fall 2027 not yet published/verified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Does the current official catalog contain a research graduate program matching the applicant's topics?,unverified,not_assessed,not_assessed,fail,not_assessed,no,Do Not Advance,Not verified in frozen evidence,stage3src:f5e1daba713aea01938a,,,low,data/processed/openalex_institution_signals.csv|data/processed/regions/us/program_screening.csv|data/processed/pass2/candidate_program_funnel.csv,2026-09-10
2.0,us:ipeds:174783:program:unclear:ipeds-discovery-signal-electrical-and-electronics-engineering-cip-14-1001,us:ipeds:174783:program:unclear:ipeds-discovery-signal-electrical-and-electronics-engineering-cip-14-1001,us:ipeds:174783,Saint Cloud State University,United States,us,screened_out,excluded,Duplicate mechanical discovery signal consolidated into one institution-level catalog review candidate.,IPEDS discovery signal: Electrical and Electronics Engineering (CIP 14.1001),Unclear,Not verified in frozen evidence,Not verified in frozen evidence,Recent completions observed; current official catalog status not yet verified,Unverified,Unverified,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,US program or committee admission; faculty role requires program-specific verification,Not verified in frozen evidence,Not verified in frozen evidence,Fall 2027 not yet published/verified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Does the current official catalog contain a research graduate program matching the applicant's topics?,unverified,not_assessed,not_assessed,fail,not_assessed,no,Do Not Advance,Not verified in frozen evidence,stage3src:ca5fc0bc37d751b543a9,,,low,data/processed/openalex_institution_signals.csv|data/processed/regions/us/program_screening.csv|data/processed/pass2/candidate_program_funnel.csv,2026-09-10
2.0,us:ipeds:186618:program:unclear:ipeds-discovery-signal-computer-and-information-sciences-general-cip-11-0101,us:ipeds:186618:program:unclear:ipeds-discovery-signal-computer-and-information-sciences-general-cip-11-0101,us:ipeds:186618,Saint Elizabeth University,United States,us,screened_out,excluded,"Only one bounded registry/program-code signal was present; no independent topical, Calendar, current-faculty, or first-audit signal was recovered.","IPEDS discovery signal: Computer and Information Sciences, General (CIP 11.0101)",Unclear,Not verified in frozen evidence,Not verified in frozen evidence,Recent completions observed; current official catalog status not yet verified,Unverified,Unverified,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,US program or committee admission; faculty role requires program-specific verification,Not verified in frozen evidence,Not verified in frozen evidence,Fall 2027 not yet published/verified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Does the current official catalog contain a research graduate program matching the applicant's topics?,unverified,not_assessed,not_assessed,fail,not_assessed,no,Do Not Advance,Not verified in frozen evidence,stage3src:3aec0d5a0a9ddb7fbaac,,,low,data/processed/regions/us/program_screening.csv|data/processed/pass2/candidate_program_funnel.csv,2026-09-10
2.0,us:ipeds:215770:program:unclear:ipeds-discovery-signal-computer-and-information-systems-security-auditing-information-assurance-cip-11-1003,us:ipeds:215770:program:unclear:ipeds-discovery-signal-computer-and-information-systems-security-auditing-information-assurance-cip-11-1003,us:ipeds:215770,Saint Joseph's University - Philadelphia,United States,us,screened_out,excluded,"Only one bounded registry/program-code signal was present; no independent topical, Calendar, current-faculty, or first-audit signal was recovered.",IPEDS discovery signal: Computer and Information Systems Security/Auditing/Information Assurance (CIP 11.1003),Unclear,Not verified in frozen evidence,Not verified in frozen evidence,Recent completions observed; current official catalog status not yet verified,Unverified,Unverified,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,US program or committee admission; faculty role requires program-specific verification,Not verified in frozen evidence,Not verified in frozen evidence,Fall 2027 not yet published/verified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Does the current official catalog contain a research graduate program matching the applicant's topics?,unverified,not_assessed,not_assessed,fail,not_assessed,no,Do Not Advance,Not verified in frozen evidence,stage3src:4775611627aaef28d0ea,,,low,data/processed/regions/us/program_screening.csv|data/processed/pass2/candidate_program_funnel.csv,2026-09-10
2.0,us:ipeds:215770:program:unclear:ipeds-discovery-signal-computer-science-cip-11-0701,us:ipeds:215770:program:unclear:ipeds-discovery-signal-computer-science-cip-11-0701,us:ipeds:215770,Saint Joseph's University - Philadelphia,United States,us,screened_out,excluded,"Only one bounded registry/program-code signal was present; no independent topical, Calendar, current-faculty, or first-audit signal was recovered.",IPEDS discovery signal: Computer Science (CIP 11.0701),Unclear,Not verified in frozen evidence,Not verified in frozen evidence,Recent completions observed; current official catalog status not yet verified,Unverified,Unverified,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,US program or committee admission; faculty role requires program-specific verification,Not verified in frozen evidence,Not verified in frozen evidence,Fall 2027 not yet published/verified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Does the current official catalog contain a research graduate program matching the applicant's topics?,unverified,not_assessed,not_assessed,fail,not_assessed,no,Do Not Advance,Not verified in frozen evidence,stage3src:6716e89ed18364a52c19,,,low,data/processed/regions/us/program_screening.csv|data/processed/pass2/candidate_program_funnel.csv,2026-09-10
2.0,us:ipeds:137032:program:unclear:ipeds-discovery-signal-computer-and-information-systems-security-auditing-information-assurance-cip-11-1003,us:ipeds:137032:program:unclear:ipeds-discovery-signal-computer-and-information-systems-security-auditing-information-assurance-cip-11-1003,us:ipeds:137032,Saint Leo University,United States,us,screened_out,excluded,"Only one bounded registry/program-code signal was present; no independent topical, Calendar, current-faculty, or first-audit signal was recovered.",IPEDS discovery signal: Computer and Information Systems Security/Auditing/Information Assurance (CIP 11.1003),Unclear,Not verified in frozen evidence,Not verified in frozen evidence,Recent completions observed; current official catalog status not yet verified,Unverified,Unverified,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,US program or committee admission; faculty role requires program-specific verification,Not verified in frozen evidence,Not verified in frozen evidence,Fall 2027 not yet published/verified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Does the current official catalog contain a research graduate program matching the applicant's topics?,unverified,not_assessed,not_assessed,fail,not_assessed,no,Do Not Advance,Not verified in frozen evidence,stage3src:63c43a0dd019588c12ec,,,low,data/processed/regions/us/program_screening.csv|data/processed/pass2/candidate_program_funnel.csv,2026-09-10
2.0,us:ipeds:137032:program:unclear:ipeds-discovery-signal-computer-science-cip-11-0701,us:ipeds:137032:program:unclear:ipeds-discovery-signal-computer-science-cip-11-0701,us:ipeds:137032,Saint Leo University,United States,us,screened_out,excluded,"Only one bounded registry/program-code signal was present; no independent topical, Calendar, current-faculty, or first-audit signal was recovered.",IPEDS discovery signal: Computer Science (CIP 11.0701),Unclear,Not verified in frozen evidence,Not verified in frozen evidence,Recent completions observed; current official catalog status not yet verified,Unverified,Unverified,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,US program or committee admission; faculty role requires program-specific verification,Not verified in frozen evidence,Not verified in frozen evidence,Fall 2027 not yet published/verified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Does the current official catalog contain a research graduate program matching the applicant's topics?,unverified,not_assessed,not_assessed,fail,not_assessed,no,Do Not Advance,Not verified in frozen evidence,stage3src:e6fffd6b0eab38e21ec1,,,low,data/processed/regions/us/program_screening.csv|data/processed/pass2/candidate_program_funnel.csv,2026-09-10
2.0,us:ipeds:179159:program:unclear:ipeds-discovery-signal-artificial-intelligence-cip-11-0102,us:ipeds:179159:program:unclear:ipeds-discovery-signal-artificial-intelligence-cip-11-0102,us:ipeds:179159,Saint Louis University,United States,us,screened_out,excluded,"Only one bounded registry/program-code signal was present; no independent topical, Calendar, current-faculty, or first-audit signal was recovered.",IPEDS discovery signal: Artificial Intelligence (CIP 11.0102),Unclear,Not verified in frozen evidence,Not verified in frozen evidence,Recent completions observed; current official catalog status not yet verified,Unverified,Unverified,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,US program or committee admission; faculty role requires program-specific verification,Not verified in frozen evidence,Not verified in frozen evidence,Fall 2027 not yet published/verified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Does the current official catalog contain a research graduate program matching the applicant's topics?,unverified,not_assessed,not_assessed,fail,not_assessed,no,Do Not Advance,Not verified in frozen evidence,stage3src:0c0e13faf43a80e8c276,,,low,data/processed/regions/us/program_screening.csv|data/processed/pass2/candidate_program_funnel.csv,2026-09-10
2.0,us:ipeds:179159:program:unclear:ipeds-discovery-signal-computer-and-information-sciences-general-cip-11-0101,us:ipeds:179159:program:unclear:ipeds-discovery-signal-computer-and-information-sciences-general-cip-11-0101,us:ipeds:179159,Saint Louis University,United States,us,screened_out,excluded,"Only one bounded registry/program-code signal was present; no independent topical, Calendar, current-faculty, or first-audit signal was recovered.","IPEDS discovery signal: Computer and Information Sciences, General (CIP 11.0101)",Unclear,Not verified in frozen evidence,Not verified in frozen evidence,Recent completions observed; current official catalog status not yet verified,Unverified,Unverified,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,US program or committee admission; faculty role requires program-specific verification,Not verified in frozen evidence,Not verified in frozen evidence,Fall 2027 not yet published/verified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Does the current official catalog contain a research graduate program matching the applicant's topics?,unverified,not_assessed,not_assessed,fail,not_assessed,no,Do Not Advance,Not verified in frozen evidence,stage3src:9cc1e32f019c20ce8928,,,low,data/processed/regions/us/program_screening.csv|data/processed/pass2/candidate_program_funnel.csv,2026-09-10
2.0,us:ipeds:179159:program:unclear:ipeds-discovery-signal-computer-science-cip-11-0701,us:ipeds:179159:program:unclear:ipeds-discovery-signal-computer-science-cip-11-0701,us:ipeds:179159,Saint Louis University,United States,us,screened_out,excluded,"Only one bounded registry/program-code signal was present; no independent topical, Calendar, current-faculty, or first-audit signal was recovered.",IPEDS discovery signal: Computer Science (CIP 11.0701),Unclear,Not verified in frozen evidence,Not verified in frozen evidence,Recent completions observed; current official catalog status not yet verified,Unverified,Unverified,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,US program or committee admission; faculty role requires program-specific verification,Not verified in frozen evidence,Not verified in frozen evidence,Fall 2027 not yet published/verified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Does the current official catalog contain a research graduate program matching the applicant's topics?,unverified,not_assessed,not_assessed,fail,not_assessed,no,Do Not Advance,Not verified in frozen evidence,stage3src:a3586ed0e385fe2462b9,,,low,data/processed/regions/us/program_screening.csv|data/processed/pass2/candidate_program_funnel.csv,2026-09-10
2.0,us:ipeds:179159:program:unclear:ipeds-discovery-signal-computer-software-engineering-cip-14-0903,us:ipeds:179159:program:unclear:ipeds-discovery-signal-computer-software-engineering-cip-14-0903,us:ipeds:179159,Saint Louis University,United States,us,screened_out,excluded,"Only one bounded registry/program-code signal was present; no independent topical, Calendar, current-faculty, or first-audit signal was recovered.",IPEDS discovery signal: Computer Software Engineering (CIP 14.0903),Unclear,Not verified in frozen evidence,Not verified in frozen evidence,Recent completions observed; current official catalog status not yet verified,Unverified,Unverified,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,US program or committee admission; faculty role requires program-specific verification,Not verified in frozen evidence,Not verified in frozen evidence,Fall 2027 not yet published/verified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Does the current official catalog contain a research graduate program matching the applicant's topics?,unverified,not_assessed,not_assessed,fail,not_assessed,no,Do Not Advance,Not verified in frozen evidence,stage3src:68c4fbcc6c32324dd245,,,low,data/processed/regions/us/program_screening.csv|data/processed/pass2/candidate_program_funnel.csv,2026-09-10
2.0,us:ipeds:179159:program:unclear:ipeds-discovery-signal-informatics-cip-11-0104,us:ipeds:179159:program:unclear:ipeds-discovery-signal-informatics-cip-11-0104,us:ipeds:179159,Saint Louis University,United States,us,screened_out,excluded,"Only one bounded registry/program-code signal was present; no independent topical, Calendar, current-faculty, or first-audit signal was recovered.",IPEDS discovery signal: Informatics (CIP 11.0104),Unclear,Not verified in frozen evidence,Not verified in frozen evidence,Recent completions observed; current official catalog status not yet verified,Unverified,Unverified,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,US program or committee admission; faculty role requires program-specific verification,Not verified in frozen evidence,Not verified in frozen evidence,Fall 2027 not yet published/verified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Does the current official catalog contain a research graduate program matching the applicant's topics?,unverified,not_assessed,not_assessed,fail,not_assessed,no,Do Not Advance,Not verified in frozen evidence,stage3src:11dfd12cc2d938e8ed9f,,,low,data/processed/regions/us/program_screening.csv|data/processed/pass2/candidate_program_funnel.csv,2026-09-10
2.0,us:ipeds:236452:program:unclear:ipeds-discovery-signal-computer-science-cip-11-0701,us:ipeds:236452:program:unclear:ipeds-discovery-signal-computer-science-cip-11-0701,us:ipeds:236452,Saint Martin's University,United States,us,screened_out,excluded,"Only one bounded registry/program-code signal was present; no independent topical, Calendar, current-faculty, or first-audit signal was recovered.",IPEDS discovery signal: Computer Science (CIP 11.0701),Unclear,Not verified in frozen evidence,Not verified in frozen evidence,Recent completions observed; current official catalog status not yet verified,Unverified,Unverified,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,US program or committee admission; faculty role requires program-specific verification,Not verified in frozen evidence,Not verified in frozen evidence,Fall 2027 not yet published/verified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Unverified,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not verified in frozen evidence,Not separately published or verified in frozen evidence,Does the current official catalog contain a research graduate program matching the applicant's topics?,unverified,not_assessed,not_assessed,fail,not_assessed,no,Do Not Advance,Not verified in frozen evidence,stage3src:8bb1e0093332c87d8acf,,,low,data/processed/regions/us/program_screening.csv|data/processed/pass2/candidate_program_funnel.csv,2026-09-10
