schema_version,evidence_rank,score_band,program_id,institution_id,institution_name,country,region,program_name,degree_type,official_program_url,stage3_verification_status,professor_alignment_score,department_program_depth_score,funding_net_viability_score,eligibility_credential_alignment_score,degree_admissions_alignment_score,application_economics_score,overall_score,component_score_pattern,funding_hard_gate,professor_hard_gate,eligibility_hard_gate,degree_structure_hard_gate,coursework_exception_gate,all_hard_gates_pass,hard_gate_failures,distinct_verified_strong_matches,faculty_depth_points,single_professor_dependency,funding_status,application_fee,fee_currency,admission_plausibility,admission_plausibility_rationale,published_minimum_gpa,applicant_cumulative_gpa,applicant_recent_two_year_gpa,admission_probability,evidence_completeness,score_confidence,unresolved_conflicts,ranking_status,score_evidence_ids,generated_by,scored_at
2.0,,65-79,us:ipeds:227757:program:phd:ph-d-in-computer-science,us:ipeds:227757,Rice University,United States,us,Doctor of Philosophy in Computer Science,PhD,https://compsci.rice.edu/academics/graduate-programs/phd-program,retained,20,5,10,15,10,5,65,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:5/5,false,true,true,true,true,false,funding,1,5,true,Full support commitment for Computer Science PhD students,0,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,No Computer Science program minimum published; the university Fall 2027 waiver program uses 3.0 as its eligibility floor,3.35,>3.5,,partial,low,"What exact duration, summer coverage, insurance subsidy, and mandatory-fee burden will appear in the Fall 2027 support letter? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship.",gated_out; diagnostic score only,scoreev:cae4b72acb93a2fc|scoreev:90d53ba4c48bb541|scoreev:5392e87ce09ab365|scoreev:37ee748184eff3ca|scoreev:4c66affd67f3820f|scoreev:79e30b1966802dc9,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,65-79,us:ipeds:152080:program:phd:computer-science-and-engineering-phd,us:ipeds:152080,University of Notre Dame,United States,us,Computer Science and Engineering PhD,PhD,https://engineering.nd.edu/departments-programs/graduate-programs/phd-in-computer-science-and-engineering/,conditional,20,5,10,15,10,5,65,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:5/5,false,true,true,true,true,false,funding,1,5,true,"Program states PhD students are generally supported with 12-month stipends, full tuition scholarships, and 100% health premium",75,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,No hard program minimum stated,3.35,>3.5,,partial,low,Confirm guaranteed duration in the admission offer and whether the December 15 date is unchanged for Fall 2027 | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,gated_out; diagnostic score only,scoreev:83396356a5b2d0d8|scoreev:07470650e653e35e|scoreev:0f9213c09efd04d4|scoreev:df020edd6608881e|scoreev:5200a7683b5a2fe2|scoreev:e886cfe6fa1fdd45,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,us:ipeds:223232:program:phd:ph-d-in-computer-science,us:ipeds:223232,Baylor University,United States,us,Doctor of Philosophy in Computer Science,PhD,https://www.ecs.baylor.edu/students-academics/degree-programs/graduate/phd-cs,retained,20,5,10,15,10,3,63,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:3/5,false,true,true,true,true,false,funding,1,5,true,Credible program-level support package; not an applicant-specific offer,50,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,No program-specific numeric minimum was published on the official Computer Science pages checked,3.35,>3.5,,partial,low,"Will a Fall 2027 offer specify renewable multi-year stipend, summer, health-insurance, and fee terms adequate for the applicant's net cost? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Applicable waiver or final Fall 2027 cost is not guaranteed.",gated_out; diagnostic score only,scoreev:037ec43bf598846d|scoreev:934eb1b2a1e3faca|scoreev:2d09e2abf3128075|scoreev:e1b03fe61004a051|scoreev:4679f22f6419abda|scoreev:490cdede2039b1d4,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,us:ipeds:164988:program:phd:computer-science-phd,us:ipeds:164988,Boston University,United States,us,PhD in Computer Science,PhD,https://www.bu.edu/cs/phd-program/,retained,20,5,10,15,10,3,63,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:3/5,false,true,true,true,true,false,funding,1,5,true,"Charles River Campus PhD students in good standing are guaranteed five years of stipend support, full tuition scholarship, and a health-insurance credit",95,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,No numeric CS PhD minimum published on the current program page,3.35,>3.5,,partial,low,"Does the Computer Science offer fund 12 months each year, and what net amount remains after housing and any insurance balance? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Applicable waiver or final Fall 2027 cost is not guaranteed.",gated_out; diagnostic score only,scoreev:77d4a11c7fc407ac|scoreev:e952b10530a61677|scoreev:cbff171866f3d87b|scoreev:b6573b9e0f210823|scoreev:c7bf555766260108|scoreev:30309f9474df4f6f,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,us:ipeds:201645:program:phd:computer-science-phd,us:ipeds:201645,Case Western Reserve University,United States,us,Computer Science PhD,PhD,https://case.edu/programs/computer-science-phd,conditional,20,5,10,15,10,3,63,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:3/5,false,true,true,true,true,false,funding,1,5,true,Official program says selected incoming students are supported; no universal guarantee located,50,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,No hard program minimum stated,3.35,>3.5,,partial,low,"Would the program issue a full multi-year funding offer, and is GRE still required for Fall 2027? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Applicable waiver or final Fall 2027 cost is not guaranteed.",gated_out; diagnostic score only,scoreev:a85f266a9ffb0848|scoreev:213b7b4976a60ab0|scoreev:70eebc038f263913|scoreev:ca8215d9b9250321|scoreev:9e4c7dd13a10a780|scoreev:3c82009abc2065bf,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,us:ipeds:126818:program:phd:computer-science-phd,us:ipeds:126818,Colorado State University-Fort Collins,United States,us,"Computer Science, Ph.D.",PhD,https://graduateschool.colostate.edu/programs/computer-science-phd/,conditional,20,5,10,15,10,3,63,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:3/5,false,true,true,true,true,false,funding,1,5,true,"Financial support is available to many PhD students but is limited, highly competitive, and not guaranteed",70,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,Normally 3.0/4.0,3.35,>3.5,,partial,low,"Will a Fall 2027 offer guarantee adequate stipend, tuition, fees, health insurance, and summer support for the expected duration? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Applicable waiver or final Fall 2027 cost is not guaranteed.",gated_out; diagnostic score only,scoreev:d4839279c7c437b0|scoreev:b9548ef404007be3|scoreev:539682c06212331b|scoreev:695f3e56821c52c1|scoreev:e698aaf6a5b3509c|scoreev:5335813487bdd331,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,ca:dli:O19359011007:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19359011007,Concordia University,Canada,canada,Master of Applied Science in Software Engineering,MASc,https://www.concordia.ca/academics/graduate/software-engineering-masc.html,conditional,20,5,10,15,10,3,63,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:3/5,false,true,true,true,true,false,funding,1,5,true,"Packages are generally available and offered to most research and thesis students, but not promised to every admit",100,CAD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,Very high standing is required; no numeric minimum is published on the program page,3.35,>3.5,,partial,low,"What guaranteed stipend, tuition offset, mandatory-fee, health-insurance, and summer support will the admission offer provide? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Applicable waiver or final Fall 2027 cost is not guaranteed.",gated_out; diagnostic score only,scoreev:61ffea68b8089111|scoreev:118ba3bb6bee13b5|scoreev:5c176838b3ba533c|scoreev:aaa5b863b448184c|scoreev:126446190f8bf172|scoreev:b4b58935a4c786cc,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,us:ipeds:199193:program:phd:computer-science-phd,us:ipeds:199193,North Carolina State University at Raleigh,United States,us,Computer Science PhD,PhD,https://csc.ncsu.edu/academics/graduate/phd/,retained,20,5,10,15,10,3,63,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:3/5,false,true,true,true,true,false,funding,1,5,true,"Current official policy promises tuition, individual health insurance, and stipend for four years to every fall PhD admit requesting aid; fees, summers, year five, and adviser transition remain unresolved.",95 international / 85 domestic,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,3.0/4.0 typical Graduate School baseline,3.35,>3.5,,partial,low,"What are the summer, student-fee, year-five, and adviser-transition terms in a Fall 2027 offer? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Applicable waiver or final Fall 2027 cost is not guaranteed.",gated_out; diagnostic score only,scoreev:469a0824894102b2|scoreev:818eee17323f1db7|scoreev:a8d9e006620c45b8|scoreev:4fc78f9bece89584|scoreev:afeeec795801d3f2|scoreev:8e655bcc49078b44,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,us:ipeds:204796:program:phd:computer-science-and-engineering-phd,us:ipeds:204796,Ohio State University-Main Campus,United States,us,Doctor of Philosophy in Computer Science and Engineering,PhD,https://cse.osu.edu/graduate/graduate/doctor-philosophy-program,conditional,20,5,10,15,10,3,63,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:3/5,false,true,true,true,true,false,funding,1,5,true,Associateships are the primary route but department-funded positions are limited; awards are not guaranteed to every admit,70,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,3.0 cumulative GPA; the majority of applicants are approximately 3.5 or higher,3.35,>3.5,,partial,low,"Will the individual offer include a renewable associateship or fellowship, and which fees and summer living costs remain? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Applicable waiver or final Fall 2027 cost is not guaranteed.",gated_out; diagnostic score only,scoreev:6fe9ededd85a52f0|scoreev:13f39424ec326491|scoreev:5c5f392ef9e2b065|scoreev:00191e1fdb14e5c4|scoreev:ec572d471c97198f|scoreev:9b3947640425c12c,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,us:ipeds:214777:program:phd:computer-science-and-engineering-phd,us:ipeds:214777,Pennsylvania State University-Main Campus,United States,us,Computer Science and Engineering PhD,PhD,https://www.eecs.psu.edu/students/graduate/Graduate-Degree-Programs-CSE.aspx,conditional,20,5,10,15,10,3,63,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:3/5,false,true,true,true,true,false,funding,1,5,true,"Appointments can include stipend, tuition, and 80% health premium; renewal and summer support are not guaranteed",85 international / 65 domestic,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,No hard CSE minimum verified,3.35,>3.5,,partial,low,Can CSE provide a written multi-year minimum-support commitment for Fall 2027? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Applicable waiver or final Fall 2027 cost is not guaranteed.,gated_out; diagnostic score only,scoreev:956f9934493fedcb|scoreev:636c72d87c868961|scoreev:e4433c49a0b44bbf|scoreev:a0e92da09b5fd502|scoreev:569f0effa8b48d58|scoreev:1b205e6d9b6f57ce,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,us:ipeds:243780:program:phd:computer-science-phd,us:ipeds:243780,Purdue University-Main Campus,United States,us,Computer Science PhD,PhD,https://www.cs.purdue.edu/graduate/admission/steps.html,conditional,20,5,10,15,10,3,63,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:3/5,false,true,true,true,true,false,funding,1,5,true,"Applicants are automatically considered, but the program explicitly allows admission without funding",75 international / 60 domestic,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,No hard CS minimum verified,3.35,>3.5,,partial,low,Would a Fall 2027 offer include a multi-year support commitment? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Applicable waiver or final Fall 2027 cost is not guaranteed.,gated_out; diagnostic score only,scoreev:789c075ebecd7791|scoreev:f8aa58a2aae7e0fa|scoreev:b057a3ecfbb6737e|scoreev:46696b1a213650ad|scoreev:560c434aabe7fbce|scoreev:a3a556897e4b726a,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,us:ipeds:221759:program:phd:computer-science-phd,us:ipeds:221759,The University of Tennessee-Knoxville,United States,us,"Computer Science, PhD",PhD,https://tickle.utk.edu/academics/graduate-programs/computer-science-phd/,conditional,20,5,10,15,10,3,63,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:3/5,false,true,true,true,true,false,funding,1,5,true,"EECS reports roughly 100 GRAs, but positions depend on faculty availability and are competitive, not guaranteed",60,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,Graduate School minimum for U.S. degree holders is 2.7/4.0; program review remains holistic,3.35,>3.5,,partial,low,"Which faculty member will commit to advising and funding the applicant, and what Fall 2027 deadline and year-round package apply? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Applicable waiver or final Fall 2027 cost is not guaranteed.",gated_out; diagnostic score only,scoreev:f8e2a4a298b9b863|scoreev:b1c43228ffa4cc6c|scoreev:29469f2c2cd4b66f|scoreev:237adefe7fc90f23|scoreev:73c94a151428448d|scoreev:9026cec86e778307,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,us:ipeds:228778:program:phd:computer-science-phd,us:ipeds:228778,The University of Texas at Austin,United States,us,Computer Science PhD,PhD,https://www.cs.utexas.edu/graduate/degrees-and-programs,conditional,20,5,10,15,10,3,63,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:3/5,false,true,true,true,true,false,funding,1,5,true,Most CS PhD students receive support for the first five years; not stated as an unconditional guarantee for every admit,90 international / 65 domestic,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,3.0/4.0,3.35,>3.5,,partial,low,Confirm that any offer contains a five-year minimum-support commitment | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Applicable waiver or final Fall 2027 cost is not guaranteed.,gated_out; diagnostic score only,scoreev:5bd4b3f6775c42a3|scoreev:848abc568a99a39a|scoreev:b8c5e1d7f9a3761e|scoreev:f292514ba19f8205|scoreev:a0e9bba328fb41c3|scoreev:5cd566ca5ad3d312,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,us:ipeds:132903:program:phd:computer-science-phd,us:ipeds:132903,University of Central Florida,United States,us,Computer Science PhD,PhD,https://www.ucf.edu/degree/computer-science-phd/,conditional,20,5,10,15,10,3,63,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:3/5,false,true,true,true,true,false,funding,1,5,true,"A qualifying 0.5 FTE assistantship provides stipend and tuition benefits, but an appointment is not guaranteed to every PhD admit",31,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,Graduate minimum and competitive review apply; no higher CS PhD floor was captured,3.35,>3.5,,partial,low,Will a Fall 2027 admission offer include a renewable qualifying assistantship and cover remaining local fees and summer living costs? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Applicable waiver or final Fall 2027 cost is not guaranteed.,gated_out; diagnostic score only,scoreev:38a104ceab98eb06|scoreev:2758205687af2eda|scoreev:c26a8e9d3d012218|scoreev:21336a8d636fdbbe|scoreev:bf31eb1459e080a5|scoreev:7657564d0df80bf1,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,us:ipeds:225511:program:phd:phd-in-computer-science,us:ipeds:225511,University of Houston,United States,us,Ph.D. in Computer Science,PhD,https://www.uh.edu/nsm/computer-science/graduate/phd/index.php,conditional,20,5,10,15,10,3,63,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:3/5,false,true,true,true,true,false,funding,1,5,true,"PhD students are described as typically funded, but no universal written guarantee is published",80,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,3.0/4.0 cumulative or over the final 60 undergraduate hours,3.35,>3.5,,partial,low,"Will the Fall 2027 offer guarantee an assistantship, tuition fellowship, stipend, insurance, and summer support for the expected duration? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Applicable waiver or final Fall 2027 cost is not guaranteed.",gated_out; diagnostic score only,scoreev:fd02271cc5fb086c|scoreev:de91136bc2411bac|scoreev:b3d056361791efea|scoreev:f826af887b27f277|scoreev:cedafce402a61d70|scoreev:b5b4301bca299509,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,us:ipeds:163268:program:phd:phd-in-computer-science,us:ipeds:163268,University of Maryland-Baltimore County,United States,us,Ph.D. in Computer Science,PhD,https://www.csee.umbc.edu/graduate/computer-science-m-s-ph-d/,conditional,20,5,10,15,10,3,63,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:3/5,false,true,true,true,true,false,funding,1,5,true,"Some graduate students receive support; strong new admits may be considered, without a universal guarantee",75,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,3.0/4.0 graduate minimum; doctoral selection is highly competitive,3.35,>3.5,,partial,low,"Will a Fall 2027 offer provide renewable stipend, tuition, fees, health insurance, and summer support? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Applicable waiver or final Fall 2027 cost is not guaranteed.",gated_out; diagnostic score only,scoreev:c82ebd8dd7aa796b|scoreev:17e452b2edf4d0eb|scoreev:d7e6a81fcbc07793|scoreev:6924b7cd7b7a9e80|scoreev:5afe9ce069ec054b|scoreev:6ef6e5d22abc96d6,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,us:ipeds:163286:program:phd:computer-science-phd,us:ipeds:163286,University of Maryland-College Park,United States,us,Computer Science PhD,PhD,https://www.cs.umd.edu/grad/apply,conditional,20,5,10,15,10,3,63,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:3/5,false,true,true,true,true,false,funding,1,5,true,"All PhD students are funded through TA/RA subject to progress, but the official FAQ explicitly says no funding guarantee is provided in the admission offer.",75,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,3.0/4.0 Graduate School baseline,3.35,>3.5,,partial,low,"Would a Fall 2027 offer include a written multi-year tuition, stipend, health, fee, and summer commitment? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Applicable waiver or final Fall 2027 cost is not guaranteed.",gated_out; diagnostic score only,scoreev:05c61a0c4a31b003|scoreev:8414070c409c6d67|scoreev:97202368df984efc|scoreev:0df8fd5f308c6ba3|scoreev:b9268126a7d2c970|scoreev:da8880d11beace56,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,us:ipeds:187985:program:phd:phd-in-computer-science,us:ipeds:187985,University of New Mexico-Main Campus,United States,us,Ph.D. in Computer Science,PhD,https://www.cs.unm.edu/programs-and-degrees/ph.d./index.html,conditional,20,5,10,15,10,3,63,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:3/5,false,true,true,true,true,false,funding,1,5,true,Support is competitive and limited; the department states not all students receive support,70,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,Graduate School and department standards apply; no higher current CS floor captured,3.35,>3.5,,partial,low,"Will the offer include renewable tuition, stipend, fees, insurance, and summer support? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Applicable waiver or final Fall 2027 cost is not guaranteed.",gated_out; diagnostic score only,scoreev:d673db7f4838abd2|scoreev:7d2ac47e4126cb9b|scoreev:008e7d5ad219dd07|scoreev:ac4d5c279ae1b0be|scoreev:a3d2b09c1d2702f2|scoreev:3b8646072991a4c8,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,us:ipeds:195030:program:phd:phd-program-in-computer-science,us:ipeds:195030,University of Rochester,United States,us,PhD Program in Computer Science,PhD,https://www.cs.rochester.edu/graduate/phd-program.html,retained,20,5,10,15,10,3,63,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:3/5,false,true,true,true,true,false,funding,1,5,true,The department states that PhD students in good standing receive full support,70,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,No numeric CS PhD minimum published on the reviewed pages,3.35,>3.5,,partial,low,"What stipend, residual fees, summer coverage, and maximum duration will the Fall 2027 written offer guarantee? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Applicable waiver or final Fall 2027 cost is not guaranteed.",gated_out; diagnostic score only,scoreev:4f46c9a8985bc538|scoreev:67d0651b540ef819|scoreev:ad0bd81e0b42f95a|scoreev:e08b8757284dd0b6|scoreev:eac3d7aefbc874c3|scoreev:cbd8b10ec62ecab1,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,us:ipeds:231624:program:phd:computer-science-phd,us:ipeds:231624,William & Mary,United States,us,Computer Science PhD,PhD,https://cdsp.wm.edu/admissions/graduate/computer-science/,retained,20,5,10,15,10,3,63,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:3/5,false,true,true,true,true,false,funding,1,5,true,All admitted full-time PhD and MS/PhD students receive a stipend and full tuition waiver,50,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,No hard program minimum verified,3.35,>3.5,,partial,low,How many years of support are guaranteed and are summer and health insurance included? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Applicable waiver or final Fall 2027 cost is not guaranteed.,gated_out; diagnostic score only,scoreev:cd6d1bc68b9dd773|scoreev:102a27439c96dac8|scoreev:8f11fb575bb5d116|scoreev:f2043e39b9d5299f|scoreev:3e4e5c61d7c0afe4|scoreev:70196edf232ff565,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,us:ipeds:110644:program:phd:computer-science-phd,us:ipeds:110644,University of California-Davis,United States,us,Computer Science PhD,PhD,https://grad.ucdavis.edu/programs/gcsi,conditional,20,5,10,15,10,0,60,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:0/5,false,true,true,true,true,false,funding,1,5,true,Official international page says programs may offer first-year support but later funding is not assured,155 international / 135 domestic,USD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,3.0/4.0,3.35,>3.5,,partial,low,"Can the graduate group guarantee five years of tuition, stipend, health, and summer support in writing? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Fee is high or the applicable Fall 2027 amount/waiver remains unverified.",gated_out; diagnostic score only,scoreev:121f0f99d44d2a4c|scoreev:de4f8453296d6d8f|scoreev:df33dae5471c2317|scoreev:db13046d6829b50b|scoreev:b6942e6778ed0751|scoreev:c1b98f6337f31909,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
2.0,,50-64,ca:dli:O19280533442:program:thesis-or-research-master-s:master-of-applied-science-in-electrical-and-computer-engineering,ca:dli:O19280533442,University of Victoria,Canada,canada,Master of Applied Science in Electrical and Computer Engineering,Thesis or research master's,https://www.uvic.ca/graduate/programs/graduate-programs/credential-pages/electrical-computer-engineering-cred/electrical-and-computer-engineering-masc.php,conditional,20,5,10,15,10,0,60,professor_alignment:20/30|department_program_depth:5/15|funding_net_viability:10/25|eligibility_credential_alignment:15/15|degree_admissions_alignment:10/10|application_economics:0/5,false,true,true,true,true,false,funding,1,5,true,Not guaranteed; assistantships depend on supervisor funds and performance and fellowships are competitive,Required; exact current amount not published on the ECE page checked,CAD,Insufficient evidence,Published minimums and formal eligibility do not calibrate admission chances; no official cohort/selectivity evidence is recorded.,No program-specific numeric floor is displayed on the current public credential page,3.35,>3.5,,partial,low,"Will an aligned supervisor recommend admission and provide a renewable package sufficient after international tuition, fees, and living costs? | Single-professor dependency. | Official funding evidence exists but does not prove a credible program-wide package or full scholarship. | Fee is high or the applicable Fall 2027 amount/waiver remains unverified.",gated_out; diagnostic score only,scoreev:794124bf235b7594|scoreev:1e123751f8dc967f|scoreev:04648bd36c24c3e2|scoreev:4991ee4434adcc09|scoreev:d6b59047b05b2ee9|scoreev:e20b954c2d6b517a,graduate_audit.evidence_scoring:v1,2026-09-11T06:33:20.324825+00:00
