source_id,institution_id,institution_name,program_id,program_or_professor,claim_type,exact_claim_supported,source_title,publisher,publication_date,url,source_type,official_or_secondary,date_accessed,admissions_cycle,confidence,verification_status,access_note
src:cd076365b6ce87a0:3,us:ipeds:243780,Purdue University-Main Campus,us:ipeds:243780:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Current appointment, email, and research themes",Lin Tan,Purdue University-Main Campus,,https://www.cs.purdue.edu/people/faculty/lintan.html,Official faculty page,Official,2026-09-09,N/A,High,Verified,
src:41a2150215a34e23:4,us:ipeds:243780,Purdue University-Main Campus,us:ipeds:243780:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Recent software-dependability/AI-SE work,Lin Tan Research,Purdue University-Main Campus,,https://www.cs.purdue.edu/homes/lintan/text.html,Official faculty site,Official,2026-09-09,N/A,High,Verified,
src:7cf87d887f74a9bf:1,us:ipeds:167358,Northeastern University,us:ipeds:167358:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Active PhD, direct bachelor's route, English, GRE, current deadline, and admission model",Apply to the PhD Program,Northeastern University,,https://www.khoury.northeastern.edu/apply/phd-apply/,Official admissions page,Official,2026-09-09,Current; cycle not labeled,High,Verified,
src:b594e297f15b47df:2,us:ipeds:167358,Northeastern University,us:ipeds:167358:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Five-year package, tuition, health insurance, and assistantship",Financial Support for PhD Students,Northeastern University,,https://devsite.khoury.northeastern.edu/apply/phd-apply/financial-support-for-phd-students/,Official college funding page,Official,2026-09-09,Current,Medium,Verified,Official Khoury domain uses a devsite path; confirm at offer stage.
src:db7b5f14e3f100d4:3,us:ipeds:167358,Northeastern University,us:ipeds:167358:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Current PhD funding/health context and fee-waiver event path,Khoury PhD Open House,Northeastern University,,https://www.khoury.northeastern.edu/phd-programs/khoury-phd-open-house/,Official college page,Official,2026-09-09,Current,High,Verified,
src:936830baa09b44d1:4,us:ipeds:167358,Northeastern University,us:ipeds:167358:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Current appointment, email, and research themes",Jonathan Bell,Northeastern University,,https://www.khoury.northeastern.edu/people/jonathan-bell/,Official faculty page,Official,2026-09-09,N/A,High,Verified,
src:aa2ea31394a144d1:5,us:ipeds:167358,Northeastern University,us:ipeds:167358:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Recent dependency-management software-engineering work,ICSE 2023 Paper,DOI-linked scholarly publisher,,https://doi.org/10.1109/ICSE48619.2023.00124,Scholarly publisher,Primary scholarly source,2026-09-09,N/A,High,Verified,
src:ee6c43300ccc8771:1,us:ipeds:153603,Iowa State University,us:ipeds:153603:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Fall 2027 deadlines, free application, international rules, faculty list, and initial funding package",PhD Application Requirements,Iowa State University,,https://www.cs.iastate.edu/graduate-studies/phd-application-requirements,Official admissions page,Official,2026-09-09,Fall 2027,High,Verified,
src:f619a48fb54569ea:2,us:ipeds:153603,Iowa State University,us:ipeds:153603:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Direct bachelor's eligibility and later funding norm,Prospective Graduate Student FAQ,Iowa State University,,https://www.cs.iastate.edu/graduate-studies/faq-prospective-graduate-students,Official admissions/funding page,Official,2026-09-09,Current,High,Verified,
src:056935b4fffba4ba:3,us:ipeds:153603,Iowa State University,us:ipeds:153603:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Current appointment, email, and configurable-software/testing research",Myra Cohen,Iowa State University,,https://www.cs.iastate.edu/people/myra-cohen,Official faculty page,Official,2026-09-09,N/A,High,Verified,
src:9570f47cb4d83c83:4,us:ipeds:153603,Iowa State University,us:ipeds:153603:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,2024 configurable-software testing work,Recent Configurable Software Research,DOI-linked scholarly publisher,,https://doi.org/10.1145/3646548.3672597,Scholarly publisher,Primary scholarly source,2026-09-09,N/A,Medium,Verified,DOI used as recent-work evidence; faculty page establishes current appointment.
src:367bbc619fb778dd:1,us:ipeds:181464,University of Nebraska-Lincoln,us:ipeds:181464:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Active PhD, fee, current deadlines, English, GRE, advisor-interest prompt, and contacts",Computer Science PhD,University of Nebraska-Lincoln,,https://graduate.unl.edu/academics/programs/COMP-PHD/,Official admissions/program page,Official,2026-09-09,Current; cycle not labeled,High,Verified,
src:e63ac3708247e879:2,us:ipeds:181464,University of Nebraska-Lincoln,us:ipeds:181464:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Separate $50 fees for multiple applications,Application Requirements — Additional Details,University of Nebraska-Lincoln,,https://graduate.unl.edu/application-requirements-additional-details/,Official admissions page,Official,2026-09-09,Current,High,Verified,
src:cda388108e7fcdf2:3,us:ipeds:181464,University of Nebraska-Lincoln,us:ipeds:181464:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Current appointment and research themes,Hamid Bagheri,University of Nebraska-Lincoln,,https://cse.unl.edu/~hbagheri/,Official faculty site,Official,2026-09-09,N/A,High,Verified,
src:af814453910ab1a7:4,us:ipeds:181464,University of Nebraska-Lincoln,us:ipeds:181464:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,2025–26 LLM/program-repair work,Hamid Bagheri Publications,University of Nebraska-Lincoln,,https://cse.unl.edu/~hbagheri/publications.html,Official faculty publication page,Official,2026-09-09,N/A,High,Verified,
src:4b8a93016941f4c3:1,us:ipeds:228787,The University of Texas at Dallas,us:ipeds:228787:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Active PhD, BS-entry requirements, last-60 GPA, dissertation, and current deadline",Computer Science Graduate Catalog,The University of Texas at Dallas,,https://catalog.utdallas.edu/2026/graduate/programs/ecs/computer-science,Official catalog,Official,2026-09-09,2026–27; date not explicitly Fall 2027,High,Verified,
src:a0849f845ecdf92c:2,us:ipeds:228787,The University of Texas at Dallas,us:ipeds:228787:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Program contacts and current admissions summary,Computer Science PhD Fact Sheet,The University of Texas at Dallas,,https://academics.utdallas.edu/fact-sheets/ecs/phd-computer-science/,Official program page,Official,2026-09-09,Current,High,Verified,
src:55d3af3996d5b88c:3,us:ipeds:228787,The University of Texas at Dallas,us:ipeds:228787:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,$75 application fee,Deadlines and Fees,The University of Texas at Dallas,,https://graduate-admissions.utdallas.edu/apply-to-ut-dallas/deadlines-and-fees/,Official admissions page,Official,2026-09-09,Current,High,Verified,
src:395e662c50e28f03:4,us:ipeds:228787,The University of Texas at Dallas,us:ipeds:228787:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"TA timing, no master's prerequisite for BS CS, and lack of funding guarantee",Admissions FAQ,The University of Texas at Dallas,,https://cs.utdallas.edu/admissions/admissions-faq/,Official admissions page,Official,2026-09-09,Current with some stale wording,Medium,Verified,GRE language conflicts with newer catalog; discrepancy preserved.
src:7d9ae7d683b196ec:5,us:ipeds:228787,The University of Texas at Dallas,us:ipeds:228787:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,2024 automated program repair survey,Search-Based Automated Program Repair: A Survey,DOI-linked scholarly publisher,,https://doi.org/10.1109/QRS-C63300.2024.00063,Scholarly publisher,Primary scholarly source,2026-09-09,N/A,High,Verified,
src:649c393e74061d6a:1,us:ipeds:221999,Vanderbilt University,us:ipeds:221999:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Fall 2027 deadlines, $95 fee, waiver rule, funding, contacts, and active PhD",Computer Science PhD Program,Vanderbilt University,,https://computing.vanderbilt.edu/csphd/,Official program page,Official,2026-09-09,Fall 2027,High,Verified,
src:da429b6f3a6593d6:2,us:ipeds:221999,Vanderbilt University,us:ipeds:221999:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Fall 2027 final deadlines, GRE, full doctoral assistance, insurance, and fees",Graduate Programs in Engineering,Vanderbilt University,,https://engineering.vanderbilt.edu/graduate-admissions/,Official admissions/funding page,Official,2026-09-09,Fall 2027,High,Verified,
src:6a69e87d0c22646c:3,us:ipeds:221999,Vanderbilt University,us:ipeds:221999:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Current appointment and dependable-software/security research,Kevin Leach,Vanderbilt University,,https://computing.vanderbilt.edu/bio/kevin-leach/,Official faculty page,Official,2026-09-09,N/A,High,Verified,
src:aaaaf54d781d8b8a:4,us:ipeds:221999,Vanderbilt University,us:ipeds:221999:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,2025 GitHub impersonation/software-security work,Who's Pushing the Code?,Vanderbilt University,,https://www.vanderbilt.edu/valiant/author/waddelma/page/29/,Official university research page,Official,2026-09-09,N/A,High,Verified,
src:34351bebe512459f:1,us:ipeds:152080,University of Notre Dame,us:ipeds:152080:program:phd:computer-science-and-engineering-phd,Computer Science and Engineering PhD,Program/admissions/funding/faculty evidence,"Active PhD, direct BS route, deadline, research areas, funding, and contact",PhD in Computer Science and Engineering,University of Notre Dame,,https://engineering.nd.edu/departments-programs/graduate-programs/phd-in-computer-science-and-engineering/,Official program page,Official,2026-09-09,Current; cycle not labeled,High,Verified,
src:363dd9cc07f2a477:2,us:ipeds:152080,University of Notre Dame,us:ipeds:152080:program:phd:computer-science-and-engineering-phd,Computer Science and Engineering PhD,Program/admissions/funding/faculty evidence,$75 per application and waiver paths,Application Fee and Waiver,University of Notre Dame,,https://graduateschool.nd.edu/admissions/application-requirements/application-fee-and-waiver/,Official admissions page,Official,2026-09-09,Current,High,Verified,
src:cac221ad85770c48:3,us:ipeds:152080,University of Notre Dame,us:ipeds:152080:program:phd:computer-science-and-engineering-phd,Computer Science and Engineering PhD,Program/admissions/funding/faculty evidence,"Current appointment, email, and research areas",Joanna Cecilia da Silva Santos,University of Notre Dame,,https://cse.nd.edu/faculty/joanna-cecilia-da-silva-santos/,Official faculty page,Official,2026-09-09,N/A,High,Verified,
src:a0190e0d814c16cb:4,us:ipeds:152080,University of Notre Dame,us:ipeds:152080:program:phd:computer-science-and-engineering-phd,Computer Science and Engineering PhD,Program/admissions/funding/faculty evidence,2024 LLM-generated security-testing project,Santos Wins Google Research Award,University of Notre Dame,,https://cse.nd.edu/news/santos-wins-google-research-award/,Official university news,Official,2026-09-09,N/A,High,Verified,
src:6ffa1018d3ac2d8f:1,us:ipeds:179867,Washington University in St Louis,us:ipeds:179867:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Current December 1 fall PhD deadline,Application Deadlines,Washington University in St Louis,,https://admin.aprc.wustl.edu/academics/graduate-admissions/deadlines.html,Official admissions page,Official,2026-09-09,Current; cycle not labeled,High,Verified,
src:0260b293fda95abe:2,us:ipeds:179867,Washington University in St Louis,us:ipeds:179867:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Active CS PhD and full tuition/health doctoral funding,Graduate Admissions,Washington University in St Louis,,https://admin.aprc.wustl.edu/academics/graduate-admissions/index.html,Official admissions/funding page,Official,2026-09-09,Current,High,Verified,
src:3ecb506764573f6b:3,us:ipeds:179867,Washington University in St Louis,us:ipeds:179867:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Fall 2027 CSE information session and automatic fee waiver for indicated graduate interest,CSE PhD Virtual Information Session,Washington University in St Louis,,https://gradadmit.wustl.edu/register/?id=a12c466a-dd5c-4938-9b45-b852d6de86b4,Official admissions event page,Official,2026-09-09,Fall 2027,High,Verified,
src:ca215de51779aa84:4,us:ipeds:179867,Washington University in St Louis,us:ipeds:179867:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Current appointment, email, and agent/security research",Umar Iqbal,Washington University in St Louis,,https://engineering.washu.edu/faculty/Umar-Iqbal.html,Official faculty page,Official,2026-09-09,N/A,High,Verified,
src:1d3a9d906c761620:5,us:ipeds:179867,Washington University in St Louis,us:ipeds:179867:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,2026 agent security/reliability project,AI Agents Prompt Redesign of Web,Washington University in St Louis,,https://engineering.washu.edu/news/2026/AI-agents-prompt-redesign-of-web-for-security-privacy-reliability.html,Official university news,Official,2026-09-09,N/A,High,Verified,
src:34dd4f05ef92ccc0:1,us:ipeds:201645,Case Western Reserve University,us:ipeds:201645:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Active PhD, direct bachelor's route, fee, GRE, English, and international eligibility",Computer Science PhD,Case Western Reserve University,,https://case.edu/programs/computer-science-phd,Official program page,Official,2026-09-09,Current,High,Verified,
src:bc28847e850a25bc:2,us:ipeds:201645,Case Western Reserve University,us:ipeds:201645:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Fall 2027 priority and final deadlines,Application Deadlines,Case Western Reserve University,,https://case.edu/gradstudies/prospective-students/admissions-information/application-deadlines,Official admissions page,Official,2026-09-09,Fall 2027,High,Verified,
src:4b58c008969f1e05:3,us:ipeds:201645,Case Western Reserve University,us:ipeds:201645:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Direct-undergraduate duration and selective funding language,PhD in Computer Science,Case Western Reserve University,,https://case.edu/engineering/computer-and-data-sciences/academics/computing-science/doctor-philosophy-0,Official program page,Official,2026-09-09,Current,High,Verified,
src:4d500f1938e233be:4,us:ipeds:201645,Case Western Reserve University,us:ipeds:201645:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Current appointment, email, themes, and 2025 work",Sumon Biswas,Case Western Reserve University,,https://engineering.case.edu/about/school-directory/sumon-biswas,Official faculty page,Official,2026-09-09,N/A,High,Verified,
src:2b9923bc373978c4:1,us:ipeds:195003,Rochester Institute of Technology,us:ipeds:195003:program:phd:computing-and-information-sciences-phd,Computing and Information Sciences PhD,Program/admissions/funding/faculty evidence,"Active interdisciplinary PhD, bachelor's entry, international eligibility, priority deadline, and typical funding",Computing and Information Sciences PhD,Rochester Institute of Technology,,https://www.rit.edu/study/computing-and-information-sciences-phd,Official program page,Official,2026-09-09,2026–27; Fall 2027 not explicit,High,Verified,
src:a5e9aab34280c886:2,us:ipeds:195003,Rochester Institute of Technology,us:ipeds:195003:program:phd:computing-and-information-sciences-phd,Computing and Information Sciences PhD,Program/admissions/funding/faculty evidence,"Direct bachelor's route, typical GPA, and $65 fee",Applying for a Doctoral Program,Rochester Institute of Technology,,https://www.rit.edu/admissions/graduate/applying-doctoral-program,Official admissions page,Official,2026-09-09,Current,High,Verified,
src:49d93199dad9e75b:3,us:ipeds:195003,Rochester Institute of Technology,us:ipeds:195003:program:phd:computing-and-information-sciences-phd,Computing and Information Sciences PhD,Program/admissions/funding/faculty evidence,Current appointment and email,Yinxi Liu,Rochester Institute of Technology,,https://www.rit.edu/computing/directory/yxlics-yinxi-liu,Official faculty page,Official,2026-09-09,N/A,High,Verified,
src:743960868e6071a9:4,us:ipeds:195003,Rochester Institute of Technology,us:ipeds:195003:program:phd:computing-and-information-sciences-phd,Computing and Information Sciences PhD,Program/admissions/funding/faculty evidence,Current explicit PhD opening in agent security and program analysis/testing,PhD Research Opportunities,Rochester Institute of Technology,,https://www.rit.edu/cybersecurity/phd-research-opportunities,Official research-opportunities page,Official,2026-09-09,Current,High,Verified,Start cycle not explicit; confirm Fall 2027.
